i	dep_id	name	dev_stat	url	code_list	longitude	latitude
169445	10103249	"Morning Star"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103249"	" AU "	-122.91223	41.30512
169503	10111137	"Quartz Gulch"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111137"	" AU "	-123.44225	41.7215
169530	10115219	"Mercury Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115219"	" HG "	-123.57143	41.17423
169547	10116934	"Southard Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116934"	" AU "	-123.43224	41.66513
169549	10117011	"North Star"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117011"	" AU "	-122.5772	40.54375
169550	10117283	"Boulder No 2"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117283"	" AU AG "	-123.00192	41.33514
169553	10117681	"Golden Hut Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117681"	" AU "	-122.99802	41.24064
169724	10140830	"Ohio"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140830"	" CU "	-122.4908	40.72795
169729	10141795	"Gem"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141795"	" AU AG "	-122.96581	40.74545
169892	10164997	"Miss Ruth Placer"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164997"	" AU "	-122.9419	40.36705
169896	10165622	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165622"	" AU AG "	-122.84081	40.76925
169897	10165632	"Mcmahon"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165632"	" AU "	-122.83142	41.28794
169899	10165814	"Maddox"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165814"	" CU "	-123.40692	40.52405
169902	10165841	"Bateman and Mauldin"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165841"	" AU "	-122.7155	40.74875
169906	10166278	"S & W Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166278"	" CR "	-122.72752	41.63674
170056	10188425	"Unnamed Location"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188425"	" CR "	-123.73283	40.86844
170070	10190578	"Schlomer"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190578"	" AU AG "	-123.15282	40.75424
170072	10190625	"Stockton"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190625"	" MN "	-123.51802	40.21455
170208	10207486	"Condensed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10207486"	" AU "	-123.08032	41.16844
170251	10213406	"Myers"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213406"	" AU "	-122.95002	41.60794
170256	10214100	"American"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214100"	" AU "	-122.6075	40.73675
170258	10214396	"Fields"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214396"	" AU AG "	-122.87361	40.59795
170455	10238162	"Uncle Sam"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238162"	" AU "	-122.4761	40.74565
170459	10238660	"Cayuse Joe"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238660"	" AU "	-122.93922	41.59404
170633	10262945	"Bendi"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262945"	" AU "	-123.24943	41.28734
170634	10263000	"Lookout Deposits"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263000"	" MN "	-123.48082	40.25265
170635	10263301	"Salyer Copper Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263301"	" CU "	-123.25332	41.00954
170636	10263541	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263541"	" CR "	-122.88581	40.96094
170814	10287298	"Townes Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287298"	" AU "	-123.12612	41.31014
171212	10030539	"Unknown"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030539"	" STN_C "	-123.86114	40.93373
171238	10033616	"Kappler Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033616"	" MN "	-122.91001	41.45984
171239	10033665	"Armstrong No. 1 Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033665"	" MN "	-123.30778	40.19541
171241	10033809	"Chalcosa"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033809"	" CU "	-122.50138	40.71596
171246	10034405	"Double Header"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034405"	" AU "	-122.66388	40.67179
171259	10035909	"Paymaster Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035909"	" AU PB "	-122.74971	40.74679
171532	10077582	"Phoenix"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077582"	" AU "	-122.53999	40.62929
171535	10077777	"Eastlick"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077777"	" AU "	-122.9039	41.58067
171751	10103035	"North Star"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103035"	" AU "	-122.57721	40.54374
171776	10106544	"Jumbo"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106544"	" AU "	-123.07779	41.27901
171863	10117218	"Hook and Ladder"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117218"	" AU "	-122.92081	40.74485
171866	10117415	"Dreschler and Engle"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117415"	" AU "	-122.74801	41.17734
171869	10117791	"Dolly Varden"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117791"	" AU AG "	-123.00921	40.71455
172015	10139386	"White Woman Limestone"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139386"	" LST_D "	-123.64032	40.10175
172035	10141272	"Boulder Gulch Gravel"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141272"	" AU AG "	-123.23003	41.28624
172036	10141275	"Saloon Ridge Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141275"	" CR "	-122.87782	41.20594
172037	10141471	"Alamo"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141471"	" AU AG "	-122.76751	41.15404
172228	10165664	"Overland Group"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165664"	" HG "	-123.37303	41.06424
172630	10213630	"Reno Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213630"	" AU "	-122.84302	41.67174
172634	10213829	"McKinnon"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213829"	" AU "	-122.4761	40.92735
172635	10213924	"Conzetti"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213924"	" AU "	-123.07362	41.11314
172636	10214078	"Calif Sandstone & Constr Co"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214078"	" STN_C "	-122.45549	40.51095
172819	10238441	"Unnamed Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238441"	" SDG "	-122.92892	41.12874
172820	10238455	"Reported Occurrences"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238455"	" AU "	-123.10612	41.11344
172821	10238563	"Dewey Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238563"	" AU CU "	-122.58171	41.42844
172823	10238722	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238722"	" ASB "	-122.48551	41.32314
172824	10238836	"Colgrove Manganese"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238836"	" MN "	-122.84002	41.60094
172987	10262754	"Olson Dredge"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262754"	" AU "	-122.46859	40.61545
172988	10262763	"Tanglefoot"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262763"	" AU "	-122.7205	40.46795
172990	10262895	"Clover"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262895"	" AU "	-122.73191	41.07954
172991	10263079	"Marble Mountain"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263079"	" MBL "	-123.02083	41.56424
172993	10263120	"Horseshoe Bend"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263120"	" AU "	-123.02472	41.07874
172996	10263499	"P E Chase Property"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263499"	" AU AG "	-122.71722	41.73374
173198	10287433	"Fox Creek"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287433"	" AU "	-122.84422	41.27844
173201	10287534	"Abbott"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287534"	" AU "	-123.29832	40.62544
173203	10287595	"Federal"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287595"	" CR "	-123.21671	40.40455
173204	10287627	"Bear Creek"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287627"	" CR "	-122.87441	40.85065
173618	10029732	"Big Five Inman No.5"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10029732"	" CR "	-123.92754	41.67093
173651	10033708	"Rattlesnake Claim"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033708"	" MN "	-123.24333	40.39902
173654	10034429	"Gray Eagle"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034429"	" AU "	-122.97749	40.38235
173655	10034468	"New York & Skylark"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034468"	" AU "	-122.68138	40.71846
173656	10034470	"North Star"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034470"	" AU "	-122.51109	40.52624
173663	10035506	"Claus Peters"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035506"	" AU "	-123.09195	41.26428
173666	10035835	"Nonpareil"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035835"	" AU "	-122.68722	41.08317
173717	10043431	"Lucky Lode Prospect"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043431"	" CR "	-123.95532	41.69538
173718	10043526	"Twin Chrome Hill Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043526"	" CR "	-122.51472	41.15874
173978	10077764	"Polar Bear Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077764"	" CU ZN "	-122.73139	41.33567
174104	10095212	"Coyote Claim"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10095212"	" MN "	-123.45333	40.20041
174149	10103030	"Meeks"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103030"	" AU "	-122.41526	40.63096
174244	10116429	"Driggs Group"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116429"	" CU "	-122.71691	41.32924
174247	10116840	"Reported Occurrence"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116840"	" AU "	-122.4053	40.99625
174252	10117349	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117349"	" CU "	-122.7389	40.74315
174254	10117393	"Grover Cleveland"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117393"	" AU "	-123.39443	40.94374
174260	10117772	"Perry"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117772"	" AU "	-123.06141	40.74545
174458	10139601	"Unnamed Location"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139601"	" CR "	-123.96535	41.70812
174471	10141333	"Giant Consolidated Quicksilver Pros"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141333"	" HG "	-122.53501	41.15734
174474	10141725	"Murphy"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141725"	" CU "	-123.33801	40.42375
174475	10141727	"Ellston"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141727"	" AU "	-123.27692	41.05674
174478	10141797	"Burner Mines"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141797"	" AU PB "	-122.78441	41.11454
174608	10163221	"Iaqua Buttes Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163221"	" STN_C "	-123.91803	40.64674
174624	10164803	"Gazelle Mountain"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164803"	" CR "	-122.68281	41.41314
174630	10165556	"Trinity Loop"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165556"	" AU AG "	-123.53003	40.87814
174631	10165678	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165678"	" SIL "	-122.61581	41.11514
174632	10165735	"F W Cramer"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165735"	" CR "	-122.73532	41.63404
174634	10166094	"Arrow"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166094"	" AU "	-123.15532	41.29514
174635	10166223	"Taylor Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166223"	" AU "	-122.80192	41.71954
174744	10183926	"Unidentified Mines"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10183926"	" AU "	-123.02052	41.06484
174799	10189503	"Midland Co Inc"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189503"	" AU "	-123.17893	41.31514
174801	10189659	"Metropolitan Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189659"	" AU "	-123.07642	41.27654
174986	10212333	"White Rock Limestone Deposit"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212333"	" LST_D "	-123.66033	40.89174
175000	10214135	"Boston Consolidated"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214135"	" HG "	-122.53471	41.14405
175171	10237982	"United Copper"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237982"	" CU "	-122.5119	40.70205
175175	10238159	"Horstman Property"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238159"	" AU "	-122.43859	40.55375
175181	10238752	"Nebraska"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238752"	" AU "	-122.75752	41.72294
175350	10260187	"Carla"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260187"	" CR "	-123.95695	41.70652
175369	10262225	"Last Piece"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262225"	" CU "	-122.493	40.71595
175373	10262676	"Old Spanish"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262676"	" AU "	-122.48279	40.58425
175375	10262937	"Carr  Quicksilver"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262937"	" HG "	-122.54361	41.13705
175376	10263451	"Hanco"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263451"	" AU AG "	-123.04171	40.85954
175541	10285189	"Windbigler No. 2 Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285189"	" MN "	-123.69642	40.39204
175546	10286322	"Reported Occurrences"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286322"	" AU "	-123.37534	41.72343
175553	10287095	"Schlomberg Placer"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287095"	" AU "	-122.88532	41.17044
175556	10287551	"Bull Flat"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287551"	" AU "	-123.25892	40.97954
175787	10008333	"Boulder Creek"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008333"	" MO "	-122.45082	41.02318
175981	10030567	"Rivers Chrome Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030567"	" CR "	-123.69197	41.37066
175982	10030580	"Unknown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030580"	" CR "	-123.61835	40.76845
175999	10033863	"Mineral Mountain"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033863"	" CU "	-122.49582	40.62735
176003	10034383	"Bonanza Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034383"	" AU "	-122.45748	40.58652
176011	10035527	"Golden Leaf"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035527"	" AU "	-122.92668	41.57595
176012	10035529	"Myers"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035529"	" AU "	-122.94834	41.61317
176082	10043466	"Utah Chrome Co. Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043466"	" CR "	-122.9411	40.29235
176540	10103025	"Lady Slipper"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103025"	" AU CU "	-122.5061	40.64429
176644	10116388	"Centennial"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116388"	" AU "	-122.6942	40.73155
176651	10117322	"Stenshaw-On-Klamath"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117322"	" AU AG "	-123.51944	41.47653
176654	10117504	"Hoelling"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117504"	" CR "	-123.28921	40.44345
176838	10140554	"Lizzie Longley"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140554"	" AU "	-122.46579	40.56905
176843	10141029	"Clear Creek Placer Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141029"	" AU "	-123.45614	41.70903
176845	10141301	"Mogul"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141301"	" CR "	-122.935	40.30205
176846	10141346	"Ballard Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141346"	" AU "	-123.11032	41.37014
176855	10141904	"Yellow Rose Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141904"	" AU "	-122.91671	41.04904
177044	10165042	"Elliott Bros"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165042"	" AU "	-123.54334	41.59953
177048	10165325	"Reported Occurrence"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165325"	" ASB "	-122.49781	41.30174
177386	10211827	"Unnamed Location"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10211827"	" STN "	-123.86944	40.84154
177401	10213511	"Unnamed Location"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213511"	" CR "	-122.60891	41.42954
177402	10213704	"Facey"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213704"	" CU "	-122.85582	41.38174
177406	10214516	"Transocean Engineers"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214516"	" SDG "	-122.80391	40.74765
177408	10214749	"Unnamed"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214749"	" AU "	-123.04641	40.49925
177557	10236279	"Unnamed Location"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236279"	" AU "	-123.95285	41.72622
177583	10238574	"Center"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238574"	" AU "	-122.69671	41.00955
177584	10238689	"Unidentified Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238689"	" CR "	-123.04173	41.72983
177587	10238864	"Forty Dollar Gulch"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238864"	" AU "	-123.06251	40.78814
177589	10238915	"Electro Lime and Chem Corp"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238915"	" STN_C "	-122.55921	41.50654
177760	10259874	"Barrick Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10259874"	" CR "	-123.94475	41.66092
177783	10262356	"Jack Rabbit Flat Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262356"	" VOL PUM "	-122.70111	40.86675
177785	10262951	"Whites Gulch"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262951"	" AU "	-123.06832	41.27904
177788	10263303	"Boulder"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263303"	" AU "	-122.83691	41.12174
177949	10286914	"Lincoln Gold Dredging Co"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286914"	" AU "	-122.6375	40.66905
177955	10287474	"Burns"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287474"	" AU AG "	-123.11552	41.34314
178225	10009198	"Quartz Hill Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009198"	" AU BI "	-123.00112	41.73316
178424	10033819	"Diamond Fraction"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033819"	" CU "	-122.51527	40.70068
178426	10034217	"Uncle Sam"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034217"	" CU "	-122.71331	40.16125
178428	10034495	"Woodfill"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034495"	" AU "	-122.70082	40.46707
178435	10035445	"Volcano"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035445"	" AU "	-122.94945	41.58373
178494	10043473	"Brown Bear"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043473"	" CR "	-123.16555	40.39402
179190	10134699	"Phoenix"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134699"	" AU "	-122.5322	40.62905
179193	10134893	"W. Taylor"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134893"	" CR "	-122.88672	41.28734
179232	10141335	"Hidden Treasure"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141335"	" AU "	-123.28582	41.06984
179236	10141913	"Carter"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141913"	" CU "	-122.7705	40.70765
179411	10165871	"Wolverine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165871"	" AU AG "	-123.47553	40.83624
179412	10166222	"D.B.D."	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166222"	" AU "	-123.33282	40.97984
179750	10207657	"Beauty Placer Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10207657"	" AU "	-122.85612	41.26654
179801	10213581	"Black Cloud"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213581"	" AU "	-122.42689	40.62925
179806	10214122	"R.F. Taylor"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214122"	" CR "	-122.89672	41.29794
179811	10214626	"Deadwood"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214626"	" AU "	-122.7208	40.71295
179813	10214831	"Lampley Deposits"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214831"	" MN "	-123.49671	40.16155
179995	10236006	"Redwood Creek Prospect"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236006"	" AU "	-123.91944	41.09153
180001	10236443	"Two States Mining Co."	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236443"	" AU PGE_PT "	-124.08445	41.36123
180010	10238170	"Monarch Quartz Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238170"	" AU "	-123.29003	41.15594
180163	10256669	"Limekiln Gulch"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10256669"	" LST_D STN_C "	-122.88671	40.69345
180214	10262896	"Marble Mountain Nos 1-24"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262896"	" STN_C "	-123.20113	41.57903
180382	10285200	"Herb Russ Property"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285200"	" PUM "	-124.36584	40.52844
180390	10286550	"Reparanza"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286550"	" AU "	-123.0133	40.33985
180392	10286749	"Hot Head"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286749"	" AU "	-122.5297	40.59485
180650	10008582	"Wangood Lord Claims"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008582"	" W "	-123.25113	41.23317
180829	10033603	"Boat Camp Claim"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033603"	" MN "	-123.06278	40.31791
180830	10033702	"Mary Lue Claim"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033702"	" MN "	-123.30361	40.24402
180831	10033912	"Copper Creek"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033912"	" CU "	-123.33892	41.73622
180840	10035493	"Cub Bear and Blue Jeans"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035493"	" AU "	-123.02168	41.35567
180867	10038068	"Clear Creek"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10038068"	" AU PGE_PT "	-122.43498	40.50152
