i	dep_id	line	struct_type	struct	struct_text	inserted_by	insert_date	updated_by	update_date
11745	"10097912"	1	"R"	""	"Numerous Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11746	"10097912"	1	"L"	""	"A Normal Fault With 12-Foot Slip"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11747	"10049148"	1	"R"	""	"Roof Pendant"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11748	"10022079"	1	"R"	""	"Gentle Nw Dip Of 30 Ft/Mi Or Less, Off Matador Arch."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11749	"10080184"	1	"R"	""	"Ne-Sw Trend, James River Synclinorium, Smith River Allochthon"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11750	"10080184"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11751	"10019914"	1	"L"	""	"East Flank, Humbolt Mtn. Anticline, Pioneer Batholith"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11752	"10311069"	1	"L"	""	"breccia pipe in porphyry stock"	"Surveys and Analysis Project"	"01-NOV-2007 00:00:00"	"Schruben, Paul"	"01-NOV-2007 00:00:00"
11753	"10064529"	1	"L"	""	"Doming"	"MRDS migration"	"29-OCT-02"	""	""
11754	"10080145"	1	"R"	""	"Ne-Sw Trend, Bowens Creek Fault, Cooper Creek Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11755	"10080145"	1	"L"	""	"Gabbro Sill"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11756	"10033083"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11757	"10101512"	1	"R"	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11758	"10025936"	1	"L"	""	"Pegmatite Is Concordant With The Foliation Of The Enclosing Country Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11759	"10044553"	1	"R"	""	"Walker Lane Structural Zone.  Basin And Range Extensional Faulting.  Possibly On Margin Of Buried Caldera."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11760	"10310537"	1	"L"	""	"E-W and N-S-trending  faults localized hot spring activity in the vicinity of the deposit."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:07"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
11761	"10310537"	1	"R"	""	"Walker Lane structural zone.  Basin and Range extensional faulting.  Possibly on margin of buried caldera."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:19"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
11762	"10046029"	1	"L"	""	"Granodiorite Stock With Assoc. Faults, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11763	"10014988"	1	"R"	""	"Rio Grande Rift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11764	"10014988"	1	"L"	""	"Lincoln County Porphyry Belt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11765	"10042275"	1	"R"	""	"Sevier Thrust Belt, Detachment And Denudation Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11766	"10042275"	1	"L"	""	"N 23 W Striking Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11767	"10012073"	1	"L"	""	"Mine Bracketed By Hasting Canyon Fault And South Hastings Thrust, Truncated By Ne Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11768	"10012074"	1	"L"	""	"South Hastings Thrust And Hasting Canyon Fault Bracket The Workings"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11769	"10015571"	1	"R"	""	"West Flank Monument Upwarp"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11770	"10079328"	1	"L"	""	"Fold"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11771	"10079499"	1	"R"	""	"Main Structures Run Parallel To The Red Sea Graben"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11772	"10079499"	1	"L"	""	"Shear Zone Of North-Western Trend"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11773	"10015442"	1	"R"	""	"East Kaibab Monocline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11774	"10015442"	1	"L"	""	"Small Displacement Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11775	"10021932"	1	"R"	""	"Wichita Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11776	"10021932"	1	"L"	""	"Glen Mountains Layered Complex Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11777	"10041691"	1	"L"	""	"Salt Pans"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11778	"10068411"	1	"R"	""	"Volcanic Shield (Island)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11779	"10046410"	1	"L"	""	"Faults, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11780	"10019564"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-02"	""	""
11781	"10071361"	1	"R"	""	"Boulder Batholith, South-Trending Syncline In Elkhorn Mountains Volcanics"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11782	"10071361"	1	"L"	""	"North-South Trending Faults West Of Mine; Roof Pendant Of Elkhorn Mountains Volcanics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11783	"10025840"	1	"R"	""	"Northeast-Trending Strike Belts"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11784	"10038171"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11785	"10310556"	1	"R"	""	"The structural geology of the Griffon property includes Mesozoic contractional structures with superimposed  Cenozoic extensional structures that have locally obscured, rotated, or reactivated older structures. The White Pine Range falls within the Central Nevada Thrust Belt,a zone of pre-early Cretaceous contractional structures in rocks as young as  Permian. Regional structures include low amplitude, open folds with axes that strike between N-S and N15E."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:19"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
11786	"10013302"	1	"L"	""	"Deposits Occupy A Northwest Trending Shear Zone About 3500 Ft. Long. The Zone Is Terminated To The Southeast By A Major Bounding Fault And Dies Out To The Northwest, Giving Way To An Aplite Dike. Tertiary Rhyolite And Andesite Dikes Are Numerous In The General Area, But None Are Found In The Mineralized Zone.."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11787	"10045211"	1	"L"	""	"Fractures, Postmineral Joints"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11788	"10087437"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11789	"10101782"	1	"R"	""	"Sawatch Range, San Juan Volcanic Field, Rio Grande Rift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11790	"10101782"	1	"L"	""	"Bonanza Caldera"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11791	"10019802"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11792	"10015648"	1	"L"	""	"Fault Graber Evaporative Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11793	"10096898"	1	"L"	""	"Fault Graben Evaporative Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11794	"10021914"	1	"R"	""	"Gentle Sw Dip Less Than 30 Ft/Mi"	"MRDS migration"	"29-OCT-02"	""	""
11795	"10027440"	1	"L"	""	"Several Small-Scale Thrusts Of Nortwest Trend And Southwest Dip Are Exposed In The Underground Wrokings.  Movement On These Thrusts Amounts To Only A Few Inches."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11796	"10073419"	1	"R"	"Faulted Anticlinal Uplift Of WNW Trend"	"Broad Much - Faulted Anticlinal Uplift Of Wnw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	"WBFERGUS"	"22-DEC-2008 07:42:20"
11797	"10072742"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
11798	"10072742"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
11799	"10310438"	1	"R"	""	"Roberts Mountains thrust"	"Surveys and Analysis Project"	"07-SEP-2007 10:13:15"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
11800	"10310438"	1	"L"	""	"High angle faults striking NW to NNW"	"Surveys and Analysis Project"	"07-SEP-2007 10:13:03"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
11801	"10311046"	1	"L"	""	"paleochannel deposits"	"Surveys and Analysis Project"	"01-NOV-2007 00:00:00"	"Schruben, Paul"	"01-NOV-2007 00:00:00"
11802	"10021338"	1	"R"	""	"Wasatch Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11803	"10021585"	1	"R"	""	"Beach Ridge Sands"	"woodruff"	"01-JUL-2003 09:47:21"	""	""
11804	"10043841"	1	"L"	""	"Olinghouse Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11805	"10013371"	1	"R"	""	"Northern Wet Mountains, Canon City Embayment, Thirtynine Mile Volcanic Field"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11806	"10064832"	1	"L"	""	"Faulting"	"MRDS migration"	"29-OCT-02"	""	""
11807	"10102347"	1	"R"	""	"Northeast-Trending Strike Belts Define A Major Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11808	"10310145"	1	"R"	""	"Syncline"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
11809	"10072745"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-06"	"Woodruff, Laurel G."	"27-SEP-06"
11810	"10072745"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-06"	"Woodruff, Laurel G."	"27-SEP-06"
11811	"10073391"	2	"R"	"Faulted Anticlinal Uplift Of WNW Trend"	""	"MRDS migration"	"29-OCT-2002 10:12:04"	"WBFERGUS"	"21-DEC-2008 17:31:19"
11812	"10073391"	1	"L"	"Burnt Cabin Fault"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"21-DEC-2008 17:31:19"
11813	"10027197"	1	"L"	""	"Fault Zone, Curving Fault Traceable For A Mile To S"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11814	"10087423"	1	"R"	""	"Sierra Blanca Massif, Rio Grande Rift Zone, Ft. Garland Embayment"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11815	"10019295"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-02"	""	""
11816	"10019295"	1	"L"	""	"Red Mountain Fault"	"MRDS migration"	"29-OCT-02"	""	""
11817	"10151777"	1	"L"	"Shear Zone"	""	"DCAUSEY"	"13-DEC-10"	"DCAUSEY"	"13-DEC-10"
11818	"10110433"	1	"R"	""	"New Madrio Fault Zone, 38th Parallel Lineament"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11819	"10110433"	1	"L"	""	"Hicks Dome"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11820	"10073092"	1	"R"	""	"Hokuroko Basin, Hanaoka Kuroko Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11821	"10073092"	1	"L"	""	"Tsutsumizawa Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11822	"10014905"	1	"R"	""	"Uinta-Cottonwood Arch, Sevier Overthrust Belt, Park City Anticline, Iron Hollow Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11823	"10014905"	1	"L"	""	"Northeast Striking Crescent Fissure Zone, Northwest Dipping Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11824	"10002359"	1	"R"	""	"Chichagof Fault Is 0.1 Mi. North"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11825	"10002359"	1	"L"	""	"Graywacke Strikes N 50 Degrees-70 Degrees W, Dips Steeply South"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11826	"10100216"	1	"L"	""	"Fracture Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11827	"10046483"	1	"R"	""	"Fracture"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11828	"10046262"	1	"L"	""	"Northeast Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11829	"10025198"	1	"L"	""	"Pegmatite Concordant With Wallrock Structure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11830	"10014917"	1	"R"	""	"Uinta Arch"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11831	"10014917"	1	"L"	""	"Hawkeye - Mc Henry Fault, Frog Valley Fault, Park City Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11832	"10094615"	1	"L"	""	"Royal Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11833	"10080277"	3	"R"	""	"Dolomite"	"woodruff"	"01-JUL-2003 09:47:21"	""	""
11834	"10080277"	2	"R"	""	"Clay"	"woodruff"	"01-JUL-2003 09:47:21"	""	""
11835	"10080277"	1	"R"	""	"Sand"	"woodruff"	"01-JUL-2003 09:47:21"	""	""
11836	"10080277"	4	"R"	""	"Phosphorite"	"woodruff"	"01-JUL-2003 09:47:21"	""	""
11837	"10039449"	1	"R"	""	"Block Faulting Trending Nnw. ; Reg.Trends: Minor Pre-Cretaceous E And Ne Trnding Folds And Major Post-Cretaceous Nnw Trending Faults."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11838	"10039449"	1	"L"	""	"Head Center Fault / Vein."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11839	"10090930"	1	"R"	""	"The Zuni Mtns. Are An Elongate Nw Trending Dome With A Core Of Precambrian Rocks."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11840	"10090930"	1	"L"	""	"Nw Trending Long Major Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11841	"10071348"	1	"R"	""	"Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11842	"10071348"	1	"L"	""	"Philipsburg Anticline, Philipsburg Overthrust"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11843	"10046486"	1	"L"	""	"Folding, Fracturing; Numerous Minor Faults Cut Off & Displace Mineralized Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11844	"10045375"	1	"L"	""	"North-Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11845	"60001667"	2	"R"	""	"DOME WITH OVERTURNED FOLDS, THRUSTING, AND TEAR FAULTS."	"MRDS migration"	"30-SEP-07"	""	""
11846	"60001667"	1	"L"	"FAULTING"	"GREAT FAULT, BASALT DIKES, NORMAL FAULTS"	"MRDS migration"	"30-SEP-07"	""	""
11847	"10012190"	1	"R"	""	"Rosita Volcanic Center, Wet Mtns"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11848	"10012190"	1	"L"	""	"Breccia Pipe"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11849	"10221947"	3	"L"	"TWO NW-TRENDING FAULTS:MIKE HORSE FAULT&BLACKFOOT FAULT"	""	"WHERAN"	"24-MAY-07"	""	""
11850	"10221947"	2	"R"	"LEWIS THRUST FAULT"	""	"WHERAN"	"24-MAY-07"	""	""
11851	"10310556"	1	"L"	""	"The Griffon property has been subjected to multiple episodes of deformation predating,  concurrent with, and post-dating mineralization. The proposed sequence of deformational events at Griffon is:\n(1) Early high-angle normal faulting striking roughly WNW that offsets Devonian through Mississippian rocks up to 55 meters (180 ft.).  (2) Upright, open folds trending N to NNE with possible thrust faulting. (3) Low-angle normal faulting which is most likely associated with the mineralizing event, since mineralized strata in the hanging-wall of this fault comprise both the Discovery Ridge and Hammer Ridge deposits.  (4) Several episodes of high-angle normal faulting and possible strike-slip faulting that commonly offset mineralized strata. (5) Later movement along the Blackrock fault, a major low-angle normal fault of probable Oligocene age in the southern part of the range. At Griffon, the Blackrock Fault moved after gold mineralization had occurred  and is interpreted to have been active between 31.3 and 14.3 Ma. \n"	"Surveys and Analysis Project"	"07-SEP-2007 10:13:08"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
11852	"10063976"	1	"L"	""	"Syncline With Low Angle Faults (Thrusts?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11853	"10048330"	1	"R"	""	"E-W And Ne Trending Quartz Veins And Associated Bands Of Crushed Mineralized Rock In Fault Fissures Cutting Diorite And Quartz Monzonite"	"MRDS migration"	"29-OCT-02"	""	""
11854	"10048330"	1	"L"	""	"Quartz Monzonite Is Locally Intruded By Granite Prophyry And Underlain By Diorite"	"MRDS migration"	"29-OCT-02"	""	""
11855	"10072743"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
11856	"10072743"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
11857	"10066955"	1	"L"	""	"Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11858	"10022874"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11859	"10022874"	1	"L"	""	"Ogden Mountain Quartz Monzonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11860	"10073066"	1	"L"	""	"Silbernaaler Gangzug And Bergwerksglucker Gang Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11861	"10071458"	1	"L"	"Fault"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"18-MAR-2010 13:38:04"
11862	"10058455"	1	"L"	""	"Fractures At N5-10w, N35e, N65w"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11863	"10005668"	1	"L"	""	"Diques Pegmatiticos"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11864	"10060381"	1	"R"	""	"Large Folds And The Santa Maria Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11865	"10005979"	1	"L"	""	"Dacite Dikes Intruding Andesite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11866	"10050128"	1	"R"	""	"Elongated Fold Dome"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11867	"10050128"	1	"L"	""	"E-W Fault Dips S"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11868	"10049757"	1	"R"	""	"Nw Trending Faults"	"MRDS migration"	"29-OCT-02"	""	""
11869	"10003717"	1	"R"	""	"Changyang Anticinorium"	"MRDS migration"	"29-OCT-02"	""	""
11870	"10086695"	1	"R"	""	"Nw Trending Normal Faults"	"MRDS migration"	"29-OCT-02"	""	""
11871	"10013371"	1	"L"	""	"Slickensides Strike N 40 W; Green Mountain Fault (Trends Nw); Ilse Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11872	"10013967"	1	"R"	""	"Front Range Uplift, Sherman Batholith"	"MRDS migration"	"29-OCT-02"	""	""
11873	"10013967"	1	"L"	""	"Poudre River Shear Zone, Skin Gulch Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
11874	"10014816"	1	"L"	""	"Pegmatite Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11875	"10089284"	1	"R"	""	"San Rafael Swell"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11876	"10103899"	1	"L"	""	"Vein Cut Off By Fault On West & Serpentine On East"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11877	"10089313"	1	"L"	""	"Two Large Diorite-Syenite Dikes Trending East-West Enclose The Area. The Dikes Are About 1.5 Miles Apart."	"MRDS migration"	"29-OCT-02"	""	""
11878	"10005644"	1	"L"	""	"Fallas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11879	"10077601"	1	"L"	""	"Faults; Planar Shape Of Gouge And Uncrushed Crystals Of Pyrite, Along With Slickenslide Surfaces On Sulfide Bodies Suggest There Faults To Be Pre-Mineral In Age, It'S Further Suggest That They May Have Served As Feeder Channels For Mineralizing Solutions.  Forming Eastern Limit Of No. 1 And No. 2 Levels Is A Through-Going Fault With Possible Post-Mineral Dip-Slip Displacement Of 50 Ft. East Side Downdropped."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11880	"10026374"	1	"R"	""	"Westerly"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11881	"10026374"	1	"L"	""	"Granite Becomes Less Platy And Interfoliated Gneisses Become Less Abundant As Distance From Vein Increases."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11882	"10024495"	1	"R"	""	"Laterisation Of Intensely Sheared And Faulted Ultrabasic Intrusive"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11883	"10082565"	1	"R"	""	"Smith River Allocthon"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11884	"10067543"	1	"R"	""	"Ne-Sw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11885	"10067628"	1	"R"	""	"Columbia Syncline , Ne-Sw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11886	"10102578"	1	"R"	""	"Nnw To Wnw Trending Vein And Fault System In Tert Volcanic Rocks"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11887	"10013176"	1	"R"	""	"Thirtynine Mile Volcanic Field, Currant Creek Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11888	"10013176"	1	"L"	""	"Echo Park Graben, Paleovalley; Deposit Is On Outside Of Paleovalley Meander. The Orebody Is Bounded By Two Burled, High Angle, Normal Faults; One On The Southeast And Another Which May Parallel The Western Edge Of The Orebody."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11889	"10090946"	1	"R"	""	"Las Animas Arch, Sierra Grande Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11890	"10090946"	1	"L"	""	"Muddy Creek Monocline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11891	"10019710"	1	"R"	""	"Bearmouth Overthrust"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11892	"10019710"	1	"L"	""	"Garnet Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11893	"10040532"	1	"R"	""	"Reg.Struct: Thrust Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11894	"10040532"	1	"L"	""	"Bedding Plane Shears"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11895	"10080697"	1	"R"	""	"Ne-Sw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11896	"10080697"	1	"L"	""	"Happy Creek Fault, Front Royal Fault, Stone Bridge Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11897	"10111488"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11898	"10040466"	1	"L"	""	"Nw Trending Fault (Concealed)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11899	"10097487"	1	"L"	""	"Basalt Intrudes Sediments Near Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11900	"10055176"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11901	"10013788"	1	"R"	""	"Tarryall Mountains, Front Range, Puma Hills, Badger Flats"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11902	"10013788"	1	"L"	""	"Badger Flats Fault, Minor Faults, Round Mountain Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11903	"10009174"	1	"L"	""	"The Pegmatite Occurs At The Contact Of The Schist And The Amphibolite And Occurs Along The Axis Of The Westward Plunging Harding Syncline."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11904	"10011370"	1	"R"	""	"Paris-Willard Thrust"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11905	"10011370"	1	"L"	""	"Bear River Range Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11906	"10025771"	1	"R"	""	"Northeast-Trending Strike Belts"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11907	"10221947"	1	"R"	"LEWIS AND CLARK LINEAMENT"	""	"WHERAN"	"24-MAY-07"	""	""
11908	"10098681"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11909	"10048210"	1	"L"	""	"Strong Fault On North Side Of Claims"	"MRDS migration"	"29-OCT-02"	""	""
11910	"10070635"	1	"L"	""	"Fault Striking N 5 Deg E And Dips 65 Deg W."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11911	"10024866"	1	"R"	""	"Magmatic Intrusion"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11912	"10072571"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
11913	"10072571"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
11914	"10090927"	1	"R"	""	"Dome Structure Caused By A Syenitic Laccolith."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11915	"10090927"	1	"L"	""	"Ene Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11916	"10008989"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11917	"10013359"	1	"R"	""	"Northern Wet Mountains, Canon City Embayment, Thirtynine Mile Volcanic Field"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11918	"10013359"	1	"L"	""	"Small Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11919	"10210685"	2	"L"	"Thrust & Normal Faulting-Fracture Zones"	""	"CLAANDER"	"11-AUG-09"	""	""
11920	"10210685"	1	"R"	"Homoclinal; Reg Trends: Tilting & Broad Open Folds S, Extensive Faulting N"	""	"CLAANDER"	"11-AUG-09"	""	""
11921	"10071952"	1	"R"	""	"Ene Shear Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11922	"10071952"	1	"L"	""	"Brecciation; Vein May Be Cut On E By A Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
11923	"10080236"	1	"R"	""	"Ne-Sw Trend, Holston Mountain Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11924	"10306781"	1	"R"	""	"Calcareous Slate"	"woodruff"	"28-OCT-2003 08:53:00"	""	""
11925	"10091739"	1	"R"	""	"Gentle W. Dip Of 30 Ft/Mi Or Less, Off Bend Arch"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
11926	"10082659"	1	"R"	""	"N-Dipping Sediments;  Regional Trends Are East To West."	"MRDS migration"	"29-OCT-02"	""	""
11927	"10082659"	1	"L"	""	"An E-W Linear Iron Formation Going From Gogebic, Mi, To Ironwood, Mi, And To Mellen, Wi, And A Bit Farther W."	"MRDS migration"	"29-OCT-02"	""	""
11928	"10306289"	1	"R"	""	"Sand"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
11929	"10306290"	1	"R"	""	"Sand"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
