i	dep_id	line	conc_proc	conc_proc_text	inserted_by	insert_date	updated_by	update_date
5275	"10078903"	1	""	"Weathering Of Spessartite - Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5276	"10089596"	1	""	"Weathering Of Spessartite - Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5277	"10101858"	1	""	"Secondary Enrichment Of Au From Low-Grade Pyritic Ore Apparently R Elated Spatially To Elevation Of Tertiary Overland Erosional Surface."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5278	"10106930"	1	""	"Oxidation, Especially Strong Along Faults And Fractures, 100 To 400 Ft Down"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5279	"10087678"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5280	"10068736"	1	""	"Cu Minerals Present In Zone Of Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5281	"10054916"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5282	"10082750"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5283	"10021966"	1	""	"Sabkha; Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
5284	"10095366"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5285	"10011707"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5286	"10109027"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5287	"10026627"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
5288	"10039483"	1	""	"Granular Gougy Material Between Hanging Wall Of Quartzite And Metamorphosed Limestone On Footwall"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5289	"10015832"	1	""	"Metasomatism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5290	"10048045"	1	""	"Oxidation At Near-Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5291	"10096486"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5292	"10109804"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-02"	""	""
5293	"10088824"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5294	"10042097"	1	""	"Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5295	"10003736"	1	""	"Sedimentation, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5296	"10015038"	1	""	"Precipitation In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5297	"10037184"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5298	"10044802"	1	""	"Oxidation Of Sulfides Above Water Table"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5299	"10087189"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5300	"10111255"	1	""	"Supergene Enrichment Of Folded Iron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5301	"10026557"	1	""	"Supergeno"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5302	"10057082"	1	""	"Supergene Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5303	"10054987"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5304	"10078716"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5305	"10080257"	1	""	"Residual Weathering Of Originally Stratabound Mineralization To Hemimorphite, Smithsonite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5306	"10086917"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5307	"10079126"	1	""	"Leaching Of Manganese From Dolomite And Replacement In Overlying Shale Generally Believed To Have Begun During Post-Waterburg System Period (Pre-Cambrian), But Also Believed To Be Continuing Today.  Development Of The Varied Assemblage Of Accessory Minerals Present Thought To Be Due To Prolonged Load Metamorphism During Deep Burial Of The Area Under Karoo Rocks (Jurassic)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5308	"10102439"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5309	"10040931"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5310	"10209543"	1	"Shearing And Fracturing Of Older Andesites"	""	"WHERAN"	"05-AUG-09"	"WHERAN"	"05-AUG-09"
5311	"10046715"	1	""	"Oxidation Of Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5312	"10071962"	1	"Hydrothermal"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"03-JAN-2009 06:50:07"
5313	"10042592"	1	""	"Contact Metamorphism; Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5314	"10097992"	1	""	"Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5315	"10045290"	1	""	"Circulating Mineral Waters"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5316	"10010622"	1	""	"Stream Action."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5317	"10010623"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5318	"10101520"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5319	"10087227"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5320	"10011244"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5321	"10101369"	1	""	"Wave Action."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5322	"10087013"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5323	"10073453"	1	""	"Secondary Cu"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5324	"10004193"	1	""	"Existe Un Proceso De Lixiviacion De Poco Desarrollo Que Abarca Un Espesor Entre 10 Y 15 M, Y En Su Mayoria Ha Sido Extraido."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5325	"10068477"	1	""	"Supergene Alteration Is Little Developed Oxidation, Represented By Partial Leaching Of Sulfides And Extends Down 40-70 M.  Almost Complete Leaching Of Anhydrite Occurs In Surface Zone To Depth Of 140-250 M Where Anhydrite-Bearing Rock Occurs.  Minor Supergene Sulfide Enrichment From Surface To Anhydrite ""Front"".  Lack Of Supergene Enrichment Zone Attributed To Relatively Recent Emplacement Of Orebody And Erosion During Pleistocene Glaciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5326	"10026598"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5327	"10040880"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5328	"10014785"	1	""	"Supergene Enrichment Of Near Surface Ores"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5329	"10078231"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5330	"10109814"	1	""	"Oxidation And Enrichment At Near Surface"	"MRDS migration"	"29-OCT-02"	""	""
5331	"10081165"	1	""	"Good Primary Sulfide Mineralization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5332	"10015093"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5333	"10089289"	1	""	"Change In Stream Gradient"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5334	"10310640"	1	""	"Mechanical accumulation"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5335	"10027013"	1	""	"Bornite Replaces Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5336	"10015674"	1	""	"Regional Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5337	"10042294"	1	""	"Epithermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5338	"10094989"	1	""	"Gold Probably Supergene From Weathering Of Sulfides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5339	"10027531"	1	""	"The Pegmatite Was Introduced Along Fractures, Bedding And Foliation Planes, And Along Country Rock Contacts.  Emplacement Was Probably By Mechanical Injection Of Liquids, Accompanied By Local Replacement Of Susceptible Types Of Country Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5340	"10082751"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5341	"10047519"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5342	"10071854"	1	""	"Ground Water Solution"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5343	"10043033"	1	""	"Contact Metasomatic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5344	"10070993"	1	""	"Precipitation From Uranium Rich Surface Waters."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5345	"10098017"	1	""	"Precipitation In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5346	"10037145"	1	""	"Supergene"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5347	"10082689"	1	""	"Metamorphism of Vulcan iron formation has locally increased grain size and made some material more amenable to concentration than less metamorphosed iron formation."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5348	"10021983"	1	""	"Hydrothermal Veins"	"MRDS migration"	"29-OCT-02"	""	""
5349	"10019466"	1	""	"Gravity Conc."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5350	"10106889"	1	""	"Hydrothermal Hypothesis Favored"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5351	"10027876"	1	""	"Oxidation Of Near Surface Ores"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5352	"10025125"	1	""	"Residual Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5353	"10082753"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5354	"10037074"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-02"	""	""
5355	"10040763"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5356	"10310643"	1	""	"Mechanical accumulation"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5357	"10081247"	1	""	"Weathering, Erosion, Fluvial Or Marine Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5358	"10045709"	1	""	"Oxidation & Consequent Ag-Enrichment Of Surface Ores"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5359	"10011249"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5360	"10088582"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
5361	"10022885"	1	""	"Gravity Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5362	"10022875"	1	""	"Gravity Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5363	"10008068"	1	""	"Hidrotermal (Intrusivo Posible Causante)"	"MRDS migration"	"29-OCT-02"	""	""
5364	"10004086"	1	""	"Hidrotermal."	"MRDS migration"	"29-OCT-02"	""	""
5365	"10098499"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5366	"10044033"	1	""	"Oxidation Down To About 50 Ft."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5367	"10071010"	1	""	"Hydrothermal, Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5368	"10087632"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5369	"10005658"	1	""	"Secundario Por Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5370	"10088001"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5371	"10088359"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5372	"10094530"	1	""	"Upward Percolation Of Hydrothermal Solutions Under Epithermal Conditions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5373	"10094476"	1	""	"Northern Part Of District Characterized By Low- To Intermediate-Temperature Hydrothermal Formation Of Quartz Veins With Relatively High Sulfide Content (Pb, Zn, Cu, Ag, And A Little Au) And Some Au-Ag Tellurides.  Southern Part Characterized By Low-Temperature Hydrothermal Formation Of Quartz-Rhodochrosite-Fluorite Veins With Minor Sulfide Content But High Ag.  Secondary Enrichment Was Shallow And Important In Early Production.  Oxidation Of Rhodochrosite Veins In Southern Area Resulted In Formation Of Mn Ores And Moderate Ag Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5374	"10020814"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5375	"10080240"	1	""	"Fracture Filling"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5376	"10013180"	1	""	"Concentration By Oxidized, Uranium-Bearing Groundwater Passing Through Areas With Localized Reducing Conditions Such As Carbonaceous Material (Mostly Wood Fragments) And Associated Pyrite In Fluvial Channel Sandstones."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5377	"10048115"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5378	"10040877"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5379	"10101714"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5380	"10105682"	2	"OXIDATION"	""	"WBFERGUS"	"07-JUN-2008 11:26:34"	""	""
5381	"10105682"	1	"HYDROTHERMAL"	""	"WBFERGUS"	"07-JUN-2008 11:26:24"	""	""
5382	"10000474"	1	""	"Be-F Deposits Are Replacement In Limestone"	"MRDS migration"	"29-OCT-02"	""	""
5383	"10066331"	1	""	"Weathering To 30 M."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5384	"10088415"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5385	"10025205"	1	""	"Oxides Derived By Weathering Iron Carbonates Dissiminated In Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5386	"10008040"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-02"	""	""
5387	"10023055"	1	""	"Reemplazamiento"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5388	"10011131"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5389	"10088779"	1	""	"Groundwater Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5390	"10037185"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5391	"10088077"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5392	"10046589"	1	""	"Hyprothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5393	"10043857"	1	""	"Leaching By Groundwater"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5394	"10037550"	1	""	"High Temp. Hypogene Ores Associated With Granitic Intrusion. Later, Highly Oxidized And Enriched"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5395	"10013943"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5396	"10102400"	1	""	"Partly Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5397	"10089205"	1	""	"Primary Ore Minerals Precipitated In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5398	"10015364"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5399	"10078487"	1	""	"Generally Agreed That Gold And Uranium Were Originally Deposited In Detrital Form, And That The Gold (At Least) Was Later Partly Dissolved And Redeposited Practically In Situ."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5400	"10082688"	1	""	"Metamorphism of Vulcan iron formation has locally increased grain size and made some material more amenable to concentration than less metamorphosed iron formation."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5401	"10086884"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
5402	"10026603"	1	""	"Supergeno"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5403	"10088549"	1	""	"Supergeno"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5404	"10068829"	1	""	"No Data Available"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5405	"10069422"	1	""	"Uranium Is Concentrated Through Hydrothermal Ground Water Leaching Of Intruded Volcanics & Subsequent Reduction"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5406	"10078559"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5407	"60001026"	1	"GRAVITY"	"STREAM DEPOSITION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
5408	"10042077"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5409	"10018170"	1	""	"Placer Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5410	"10019782"	1	""	"Gravity Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5411	"10096547"	1	""	"Groundwater Solution Of Salt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5412	"10107401"	1	""	"Weathering, Erosion, Fluvial Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5413	"10087981"	1	""	"Pyrometasomatic"	"MRDS migration"	"29-OCT-02"	""	""
5414	"10045455"	1	""	"Hydrothermal Fluids In Open Space Fillings."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5415	"10071035"	1	"Hydrothermal"	""	"WBFERGUS"	"05-JAN-2009 05:23:07"	""	""
5416	"10019655"	1	""	"Mesothermal Deposition, Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5417	"10013951"	1	""	"Carbonaceous Laminations Parallel To Bedding"	"MRDS migration"	"29-OCT-02"	""	""
5418	"10040263"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5419	"10040261"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5420	"10040932"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5421	"10098534"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5422	"10071432"	1	""	"Primary Ore Minerals Precipitated In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5423	"10019678"	1	""	"Gravity Conc."	"MRDS migration"	"29-OCT-02"	""	""
5424	"10011423"	1	""	"Fluvial Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5425	"10015771"	1	""	"Wave Action, Flood Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5426	"10015601"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5427	"10040410"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5428	"10088375"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5429	"10055190"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5430	"10087397"	1	""	"Uranium Is Concentrated Through Hydrothermal Ground Water Leaching Of Overlying Volcanics & Subsequent Reduction"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5431	"10037380"	1	""	"Epithermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5432	"10078626"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5433	"10089624"	1	""	"Precipitation In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5434	"10105730"	1	""	"Primary Ore Minerals Precipitated In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5435	"10088115"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5436	"10310038"	1	""	"Mechanical accumulation"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
5437	"10087184"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5438	"10046843"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5439	"10044366"	1	""	"Hydrothermal Fluids In Open Space Fillings."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5440	"10068768"	1	""	"Extent Of Leaching And/Or Enrichment Not Known In 1955"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5441	"10011764"	1	""	"Gravity Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5442	"10089346"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5443	"10098770"	1	""	"Surface Leached Forming Deep Oxidized Zone"	"MRDS migration"	"29-OCT-02"	""	""
5444	"10019491"	1	""	"Vertical"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5445	"10046339"	1	""	"Oxidation With Supergene Enrichment Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5446	"10042468"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5447	"10107405"	1	""	"Weathering, Erosion, Fluvial Or Marine Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5448	"10040979"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5449	"10088297"	1	""	"Hot Volcanic Waters ?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5450	"10032999"	1	""	"Migrating Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5451	"10095376"	1	""	"Syngenetic"	"MRDS migration"	"29-OCT-02"	""	""
5452	"10310361"	1	""	"Supergene oxidation of the host rock extends to depths of about 100 feet with oxidation along fractures extending as deep as 400 feet."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5453	"10012692"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5454	"10015228"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5455	"10087190"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5456	"10080258"	1	""	"Supergene Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5457	"10096841"	1	""	"Hidrotermal (Relleno En Fractura)"	"MRDS migration"	"29-OCT-02"	""	""
5458	"10094915"	1	""	"Reemplazamiento"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5459	"10068478"	1	""	"Supergene Halides Caused Oxidation Products To Be Precipitated Partially As Chlorides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5460	"10079538"	1	""	"Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5461	"10012820"	1	""	"Lacustrine Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5462	"10010999"	1	""	"Contact Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5463	"10021047"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5464	"10038133"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-02"	""	""
5465	"10310644"	1	""	"Open-fissure filling"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5466	"10015417"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5467	"10089481"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5468	"10027643"	1	""	"The Bedded Material Has Been Enriched Along Faults That Parallel The Common Corner Fault With Trends Se, Dipping 65 Sw.  The Enriched Material Is Psilomelane, Which Occurs In Fault Fractures, In Vein-Like Deposits Up To 6 Feet Wide"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5469	"10104158"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-02"	""	""
5470	"10037660"	1	""	"Copper, As Oxides Or Ubiquitous Sulfides Is Rare"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5471	"10042297"	1	""	"Alluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5472	"10088413"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5473	"10038437"	1	""	"Massive Sulfides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5474	"10055607"	1	""	"The Iron Was Derived Mostly From Weathering Of Either Sulfide - Rich Schists Or Iron - Formation And Was Transported In Surface And Spring Waters To Bogs,  Where It Was Precipitated Largely By Organic Material."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5475	"10054995"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5476	"10087671"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5477	"10026592"	1	""	"Supergeno"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5478	"10040848"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5479	"10103984"	1	""	"Oxidation Of Sulfides Above The Water Table"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5480	"10082690"	1	""	"Metamorphism of Vulcan iron formation has locally increased grain size and made some material more amenable to concentration than less metamorphosed iron formation."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
