i	dep_id	rec	group_name	inserted_by	insert_date	updated_by	update_date
5290	"10086320"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5291	"10086321"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5292	"10086322"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5293	"10086323"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5294	"10086324"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5295	"10086325"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5296	"10086326"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5297	"10086327"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5298	"10086328"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5299	"10086329"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5300	"10086330"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5301	"10086331"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5302	"10086332"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5303	"10086333"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5304	"10086335"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5305	"10086336"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5306	"10086338"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5307	"10086339"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5308	"10086340"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5309	"10086341"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5310	"10086343"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5311	"10086344"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5312	"10086345"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5313	"10086346"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5314	"10086347"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5315	"10086348"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5316	"10086349"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5317	"10086350"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5318	"10086351"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5319	"10086352"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5320	"10086354"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5321	"10086356"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5322	"10086359"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5323	"10086360"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5324	"10086361"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5325	"10086362"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5326	"10086364"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5327	"10086365"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5328	"10086366"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5329	"10086367"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5330	"10086368"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5331	"10086369"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5332	"10086370"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5333	"10086371"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5334	"10086372"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5335	"10086373"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5336	"10086374"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5337	"10086375"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5338	"10086377"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5339	"10086378"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5340	"10086380"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5341	"10086381"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5342	"10086382"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5343	"10086383"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5344	"10086384"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5345	"10086385"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5346	"10400772"	1	"WLCI"	"AWILSON"	"2013-03-22"	""	""
5347	"10086386"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5348	"10086388"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5349	"10086389"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5350	"10086390"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5351	"10086391"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5352	"10086392"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5353	"10086394"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5354	"10086395"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5355	"10086396"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5356	"10086397"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5357	"10086398"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5358	"10086399"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5359	"10086400"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5360	"10086401"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5361	"10086403"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5362	"10086404"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5363	"10086405"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5364	"10086406"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5365	"10086407"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5366	"10086408"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5367	"10086409"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5368	"10086410"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5369	"10086411"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5370	"10086413"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5371	"10086414"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5372	"10086415"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5373	"10086416"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5374	"10086417"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5375	"10086418"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5376	"10086419"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5377	"10086420"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5378	"10086421"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5379	"10086422"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5380	"10086423"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5381	"10086424"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5382	"10086425"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5383	"10086426"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5384	"10086427"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5385	"10086428"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5386	"10086741"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5387	"10086742"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5388	"10086743"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5389	"10086744"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5390	"10086745"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5391	"10086746"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5392	"10086747"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5393	"10086748"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5394	"10086749"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5395	"10086750"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5396	"10086751"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5397	"10086752"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5398	"10086753"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5399	"10086754"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5400	"10086756"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5401	"10086757"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5402	"10086758"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5403	"10086759"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5404	"10086760"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5405	"10086761"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5406	"10090592"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5407	"10091918"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5408	"10093401"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5409	"10093871"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5410	"10096663"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5411	"10096664"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5412	"10096665"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5413	"10096666"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5414	"10096667"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5415	"10096668"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5416	"10096669"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5417	"10096670"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5418	"10096671"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5419	"10096672"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5420	"10096673"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5421	"10096674"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5422	"10096675"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5423	"10096676"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5424	"10097436"	1	"Keith Long Significant Deposit"	"PSCHRUBE"	"04-MAY-11"	""	""
5425	"10097436"	2	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5426	"10106404"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5427	"10106405"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5428	"10106406"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5429	"10111318"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5430	"10111319"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5431	"10111320"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5432	"10111321"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5433	"10111322"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5434	"10111329"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5435	"10111330"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5436	"10111331"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5437	"10111332"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5438	"10111333"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5439	"10111334"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5440	"10111335"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5441	"10111336"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5442	"10111337"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5443	"10111338"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5444	"10111339"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5445	"10111340"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5446	"10111341"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5447	"10111342"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5448	"10111343"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5449	"10111344"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5450	"10111345"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5451	"10111346"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5452	"10111347"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5453	"10111348"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5454	"10111349"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5455	"10111350"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5456	"10111352"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5457	"10111353"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5458	"10111355"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5459	"10111356"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5460	"10111357"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5461	"10111358"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5462	"10111359"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5463	"10111360"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5464	"10111361"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5465	"10111362"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5466	"10111363"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5467	"10111364"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5468	"10111365"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5469	"10111366"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5470	"10111367"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5471	"10111368"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5472	"10111369"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5473	"10111370"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5474	"10111371"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5475	"10111372"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5476	"10111373"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5477	"10111374"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5478	"10111375"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5479	"10111376"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5480	"10111378"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5481	"10111379"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5482	"10111380"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5483	"10111381"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5484	"10111382"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5485	"10111383"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5486	"10111384"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5487	"10118641"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5488	"10131377"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5489	"10131521"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5490	"10131602"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5491	"10131756"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5492	"10131771"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5493	"10131792"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5494	"10131850"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5495	"10131966"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5496	"10131981"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5497	"10131999"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5498	"10132125"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5499	"10132127"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5500	"10132128"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5501	"10132130"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5502	"10132131"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5503	"10132132"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5504	"10132133"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5505	"10132134"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5506	"10132136"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5507	"10132137"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5508	"10132138"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5509	"10132139"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5510	"10132140"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5511	"10132141"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5512	"10132142"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5513	"10132143"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5514	"10132144"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5515	"10132147"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5516	"10132148"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5517	"10132150"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5518	"10132152"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5519	"10132153"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5520	"10132154"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5521	"10132155"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5522	"10132156"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5523	"10400778"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
5524	"10132157"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5525	"10132158"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5526	"10132159"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5527	"10132160"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5528	"10132161"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5529	"10132162"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5530	"10132163"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5531	"10132164"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5532	"10132165"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5533	"10132166"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5534	"10132167"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5535	"10132168"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5536	"10132169"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5537	"10132170"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5538	"10132172"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5539	"10132173"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5540	"10132174"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5541	"10132175"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5542	"10132176"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5543	"10132178"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5544	"10132179"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5545	"10132180"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5546	"10132181"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5547	"10132183"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5548	"10132184"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5549	"10132185"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5550	"10132187"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5551	"10132188"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5552	"10132190"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5553	"10132193"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5554	"10132195"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5555	"10132196"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5556	"10132197"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5557	"10132199"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5558	"10132201"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5559	"10132202"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5560	"10132203"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5561	"10132204"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5562	"10132205"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5563	"10132207"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5564	"10132208"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5565	"10132209"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5566	"10132210"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5567	"10132211"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
5568	"10132212"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"09-MAY-11"	""	""
