i	dep_id	line	tect_set	tect_set_text	inserted_by	insert_date	updated_by	update_date
8808	"10060347"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8809	"10055854"	1	""	"Host Rocks Of Manganese Deposits Of The Olympic Penninsula Formed At An Ocean Ridge Of Back Arc Basin At The Active Margin Of The North American Plate (Garrison, 1973; Snavely, 1987, P. 306-309)."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8810	"10105713"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8811	"10082596"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8812	"10061270"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8813	"10036444"	1	""	"Melange"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8814	"10024464"	1	""	"Intracratonic Intrusive Triggered By Meteoritic Impact."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8815	"10024576"	1	""	"Intracratonic Intrusion Triggered By Meteoritic Impact."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8816	"10036781"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8817	"10101848"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8818	"10014132"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8819	"10079126"	1	""	"Platform.  Possibly Several Tectonic Cycles."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8820	"10061367"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8821	"10068465"	1	""	"Orogenic Belt, Allocthonous Coastal Ranges"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8822	"10026627"	1	""	"La Zona Se Encuentra Intruido Por El Batolito Costanero"	"MRDS migration"	"29-OCT-02"	""	""
8823	"10102935"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8824	"10079433"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8825	"10093003"	1	""	"Epithermal Deposit Of The Republic District Are Found In Eocene Sanpoil Volcanics. (See Republic District For Additional Details.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8826	"10310140"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8827	"10013489"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8828	"10019921"	1	""	"Tobaco Root Batholith, West Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8829	"10088824"	1	""	"Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8830	"10010621"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8831	"10087014"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8832	"10101369"	1	""	"Basin & Range."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8833	"10067619"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8834	"10090542"	1	""	"Klamath Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8835	"10081386"	1	""	"Northern Alabama Piedmont-Tallapoosa Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8836	"10018167"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8837	"10042294"	1	""	"Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8838	"10087712"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8839	"10012197"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8840	"10015616"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8841	"10015821"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8842	"10090813"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8843	"10015601"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8844	"10011254"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8845	"10048299"	1	""	"Mule Creek Mountain Foothills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8846	"10036652"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8847	"10010994"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8848	"10088375"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8849	"10086766"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8850	"10002446"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8851	"10043857"	1	""	"Central Part Of Eugeosynclinal Part Of Nevada Basin And Range."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8852	"10013951"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-02"	""	""
8853	"10078821"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8854	"10002362"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8855	"10089624"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8856	"10105730"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8857	"10045312"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8858	"10014418"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8859	"10060574"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8860	"10088286"	1	""	"Rocky Mt. Unstable Foreland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8861	"10087678"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8862	"10012738"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8863	"10013512"	1	""	"Central Cordillera (Central Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8864	"10068735"	1	""	"Andean Cordillera And Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8865	"10015516"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8866	"10098485"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8867	"10022130"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-02"	""	""
8868	"10087126"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8869	"10061466"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8870	"10061252"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8871	"10011266"	1	""	"Paleozoic Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8872	"10080353"	1	""	"Cordilleras Altas Orietales, Quimsa Cruz Batholith"	"MRDS migration"	"29-OCT-02"	""	""
8873	"10070095"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8874	"10100691"	1	""	"Chaco Slope"	"MRDS migration"	"29-OCT-02"	""	""
8875	"10089692"	1	""	"Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8876	"10166864"	1	"Paleoproterozoic island arc rift environment"	""	"Surveys and Analysis Project"	"01-NOV-07"	"Schruben, Paul"	"01-NOV-07"
8877	"10094476"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8878	"10013664"	1	""	"Colorado Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8879	"10090931"	1	""	"Colorado Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8880	"10079836"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8881	"10310201"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8882	"10072810"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-06"	"Woodruff, Laurel G."	"27-SEP-06"
8883	"10026480"	1	""	"Blue Ridge"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8884	"10072811"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8885	"10022016"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8886	"10013290"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8887	"10071306"	1	""	"Westernmost Carolina Slate Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8888	"10061164"	1	""	"Houston Salt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8889	"10010631"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8890	"10010622"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8891	"10010623"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8892	"10101520"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8893	"10087226"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8894	"10011244"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8895	"10082829"	1	"Midcontinent Rift "	""	"Woodruff, Laurel G."	"27-SEP-06"	"Woodruff, Laurel G."	"27-SEP-06"
8896	"10104133"	1	""	"Antler Orogen Overprinted By High Angle Basin And Range Extension."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8897	"10072794"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8898	"10015038"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8899	"10055139"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-02"	""	""
8900	"10078487"	1	""	"Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8901	"10087189"	1	""	"Cordillerain Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8902	"10082688"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8903	"10092759"	1	""	"Normal Fault East Side Of Range, East Dipping"	"MRDS migration"	"29-OCT-02"	""	""
8904	"10007857"	1	""	"Nicoya Ophiolite Complex"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8905	"10068828"	1	""	"Sierras Pampeanas"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8906	"10105189"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-02"	""	""
8907	"10094174"	1	""	"Cordillera De La Costa"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8908	"10007836"	1	""	"Nicoya Ophiolite Complex"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8909	"10065070"	1	""	"Interior Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8910	"10024776"	1	""	"Paleozoic Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8911	"10102929"	1	""	"Modoc Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8912	"10078630"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8913	"10087266"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8914	"10078231"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8915	"10087013"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8916	"10042097"	1	""	"Wasatch Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8917	"10026922"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8918	"10048281"	1	""	"Precipitous Gully Terrain; Coronado Quartzite Forms Cliffs 200 Ft High And Lower Slopes Of Modoc Mountain Were Practically Inaccessible Before Morenci Open Pit Was Developed"	"MRDS migration"	"29-OCT-02"	""	""
8919	"10063005"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8920	"10013115"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8921	"10063095"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8922	"10061351"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8923	"10021633"	1	""	"Intracratonic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8924	"10098174"	1	""	"Puna"	"MRDS migration"	"29-OCT-02"	""	""
8925	"10007851"	1	""	"Nicoya Ophiolite Complex"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8926	"10060481"	1	""	"Andes"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8927	"10060441"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8928	"10060473"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8929	"10057405"	1	""	"Middle America Volcanic Province"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8930	"10068885"	1	""	"Andean Cordillera, Coastal Batholith."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8931	"10068734"	1	""	"Andean Cordillera And Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8932	"10049762"	1	""	"Basin And Range Style Faulting"	"MRDS migration"	"29-OCT-02"	""	""
8933	"10068477"	1	""	"Andean Cordillera And Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8934	"10060407"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8935	"10096839"	1	""	"En La Zona Existen Areas De Intrusivos Monzoniticos A Dioriticos En Contacto Con Estas Calizas Donde La Presencia De Mineralizacion Es Favorable."	"MRDS migration"	"29-OCT-02"	""	""
8936	"10004216"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8937	"10078944"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8938	"10036824"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
8939	"10013801"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8940	"10039370"	1	""	"Baltic Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8941	"10061250"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8942	"10069753"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8943	"10061342"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8944	"10088359"	1	""	"Rocky Mt. Unstable Foreland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8945	"10098024"	1	""	"Miogeosyncline - Inner Shelf"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8946	"10013876"	1	""	"Central Cordillera (Souther Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
8947	"10039655"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8948	"10061422"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8949	"10032827"	1	""	"Acrreted Island Arc/Seven Devils Volcanics"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8950	"10068768"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8951	"10067938"	1	""	"Platform Deposits"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8952	"10065586"	1	""	"Andes"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8953	"10021626"	1	""	"Mesozoic Island Arc - Continent Collision Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8954	"10037871"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
8955	"10047887"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8956	"10082624"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8957	"10072800"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8958	"10080367"	1	""	"Cordilleras Altas Orientales"	"MRDS migration"	"29-OCT-02"	""	""
8959	"10071340"	1	""	"Rocky Mountain Foreland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8960	"10014131"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
8961	"10101545"	1	""	"Miogeosyncline (Cordilleran)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8962	"10014218"	1	""	"Colorado Platform"	"MRDS migration"	"29-OCT-02"	""	""
8963	"10004354"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8964	"10021884"	1	""	"Newark Rift Basin-Mesozoic"	"MRDS migration"	"29-OCT-02"	""	""
8965	"10036816"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
8966	"10013415"	1	""	"Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8967	"10060389"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8968	"10082755"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8969	"10310708"	1	""	"Magmatic arc"	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
8970	"10101832"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8971	"10013792"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8972	"10069357"	1	""	"Metamorphosed Savoy Schist; Folded"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8973	"10039341"	1	""	"Bird River Greenstone Belt Part Of English River Gneissic Block Of Precambrian Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8974	"10094848"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8975	"10107993"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8976	"10014085"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8977	"10079375"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8978	"10063037"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8979	"10048588"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8980	"10101734"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
8981	"10102099"	1	""	"Shelf"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8982	"10012561"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8983	"10105818"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8984	"10047850"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
8985	"10101853"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8986	"10310072"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
8987	"10019013"	1	""	"Tobacco Root Batholith, West Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8988	"10097965"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8989	"10026459"	1	""	"Blue Ridge"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8990	"10042374"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8991	"10055844"	1	""	"The Lovitt Mine Is In The Chiwakum Graben (Eocene), A North-Northwest- Trending Right-Lateral, Strike-Slip Graben Bounded By The Entiat Fault Zone On The East And The Leavenworth Fault Zone On The West (Ott And Others, 1986, P. 426)."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8992	"10089289"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8993	"10095607"	1	""	"Uinta Arch"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8994	"10010691"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8995	"10025293"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8996	"10088415"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8997	"10011663"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8998	"10061454"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8999	"10106147"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9000	"10106146"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9001	"10088488"	1	""	"Cordillera Occidental"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9002	"10061337"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9003	"10038181"	1	"Rocky Mountains"	"Rocky Mountains"	"MRDS migration"	"29-OCT-02"	"WBFERGUS"	"05-DEC-08"
9004	"10103869"	1	""	"Complexly Faulted And Folded Area"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9005	"10015822"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9006	"10015824"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9007	"10011131"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9008	"10078427"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9009	"10088717"	1	""	"Northern Utah Highland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9010	"10094361"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9011	"10101714"	1	""	"Basin And Range-Silver Island Mts."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9012	"10037129"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9013	"10096903"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9014	"10078205"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-02"	""	""
9015	"10045339"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9016	"10310067"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
9017	"10042077"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9018	"10015674"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9019	"10088399"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9020	"10094989"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9021	"10063498"	1	""	"Wagwater Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9022	"10096547"	1	""	"Gulf Embayment"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9023	"10101711"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9024	"10310162"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9025	"10015771"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9026	"10062905"	1	""	"Passive Continental Margin."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9027	"10088779"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9028	"10014898"	1	""	"Basin And Range-Colorado Plateau Transition Zone, Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9029	"10013408"	1	""	"Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9030	"10020910"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9031	"10088077"	1	""	"Basin & Range - Colorado Plateau Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9032	"10094632"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9033	"10043424"	1	""	"California Coast Ranges"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9034	"10045352"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9035	"10019655"	1	""	"Laramide Fold-Thrust Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9036	"10081343"	1	""	"Northern Alabama Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9037	"10082751"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9038	"10098534"	1	""	"Klamath Mountains Accreted Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9039	"10089205"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9040	"10024914"	1	""	"Older Proterozoic Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9041	"10072591"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9042	"10099401"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9043	"10039962"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9044	"10046339"	1	""	"Washington Camp Fault Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
