i	dep_id	line	ore_ctrl	ore_ctrl_text	inserted_by	insert_date	updated_by	update_date
8690	"10088192"	1	""	"Selective Sandstone Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8691	"10102420"	1	""	"Ore Is Found In Clusters, Usually Associated With Carbonaceous Detritus.  Mineralized Zone Exposed In 15 By 20 Ft. Bench."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8692	"10040502"	1	""	"Shear Zone Between Two Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8693	"10044270"	1	""	"The Base Metal Silver Lies Along A Limestone-Quartz Pegmatite Contact."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8694	"10044553"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8695	"60000018"	1	"Lithology"	"WALL ROCK CONTROL"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8696	"10010544"	1	""	"Pegmatite Dikes And Sills"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8697	"10072945"	1	""	"Sulfides Segregated In Basal Troctolites Sub-Parallel To Lower Contact."	"Woodruff, Laurel G."	"16-OCT-2006 12:57:55"	""	""
8698	"10045334"	1	""	"Near Granitic Bodies Contact With Luning Formation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8699	"10014559"	1	""	"Quartz Veins Cutting Amphibolite And Metasediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8700	"10087192"	1	""	"Protected Nesting Places"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8701	"10011100"	1	""	"Volume Of Great Salt Lake"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8702	"10090153"	1	""	"Volume Of The Lake"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8703	"10013175"	1	""	"Deposition Controlled By Ground Water Flow Conditions And Carbonaceous Material With Associated Pyrite. Flow Was Impeded By The Fault On The Southern End Of The Echo Park Graben."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8704	"10055567"	1	""	"Lower Horizon"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8705	"10070939"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8706	"10039088"	1	""	"Dunites, Diallage Pyroxenites In Core Of Kachkanar Brachysyncline Are Pt - Bearing Rocks; Greatest Concentrations Are At Upper Horizons Of These Rock Bodies"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8707	"10080153"	1	""	"Clay Residuum Between And Above Dolomite Pinnacles"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8708	"10048621"	1	""	"Reactive Host Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8709	"10041149"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8710	"10055874"	1	""	"Quartz Veins Are As Much As 4 Ft. Wide And Are Parallel To The Bedding In Quartzite And Argillite (Huntting, 1956, P. 290)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8711	"10091741"	1	""	"Reducing Environment, Stratigraphic"	"MRDS migration"	"29-OCT-02"	""	""
8712	"10025592"	1	""	"Bedding, According To Brokaw"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8713	"10010313"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8714	"10025849"	1	""	"Bedding And Breccia Zones In Bedrock; Clay Residuum For Minable Deposits"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8715	"10310438"	1	""	"High angle faults striking NW to NNW and associated fracturing are the major control, providing conduits for mineralizing fluids.  Sporadic gold values occur along northeast trending structures.  The major mineralization is within 3000 feet of the Goldstrike Stock, although it is believed to be considerably younger than the stock.  Mineralization is also stratigraphically controlled along permeable sedimentary and hydrothermal breccias, bioclastic lenses, and calcareous siltstone horizons that intersect the faults.  At Post, oxide ore generally occurs in the Rodeo Creek unit, while refractory sulfide ore typically occurs in the Popovich Formation.  High grade mineralization (>1.0 opt Au) at Deep Post occurs along the sheared contact between sedimentary and intrusive rocks, and commonly below skarns and hornfels adjacent to the earlier intrusions; auriferous fluids apparently ponded beneath these impermeable lithologies."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8716	"10043841"	1	""	"Fractures Related To Olinghouse Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8717	"10096378"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8718	"10093419"	1	""	"Fissures Trending From N - S To N 65 Deg W"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8719	"10015955"	1	""	"Faults And Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8720	"10013371"	1	""	"Faults, Fault Intersections; Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8721	"10014816"	1	""	"Pegmatite Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8722	"10047112"	1	""	"Thrust Fault (Palmetto-Oasis Thrust)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8723	"10089284"	1	""	"Occasional Coaly Log Containing Uranium Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8724	"10089313"	1	""	"Ore Confined To Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
8725	"10046716"	1	""	"Slips"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8726	"10082565"	1	""	"Hydrothermal Precipitation In Submarine Brines In Rift Environment; Stratabound"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8727	"10067391"	1	""	"Probably Mass Weathering Of Iron Rich Carbonate Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8728	"10101768"	1	"veins"	"Mineralized Veins; 2 Veins 70 Feet Apart"	"MRDS migration"	"29-OCT-2002 09:07:14"	"TKLEIN"	"02-APR-2008 09:46:59"
8729	"10022655"	1	""	"Tobacco Root Batholith Intrusion Into Prec Pre-Belt Gneiss"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8730	"10070046"	1	""	"Gravel Bed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8731	"10080056"	1	""	"Pyrite And Chlorite In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8732	"10007036"	1	""	"Seam Deposit At Surface, Residual Gold From Weathering Processes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8733	"10072154"	1	""	"Ore In Bedded Deposits In 3 Thin Limestone Beds.  Best Ore In Area 250 Feet Long Between Groom Fault & No. 3 Thrust Fault, And Along Ns Fissures; Good Ore Found In Small Ew Fractures."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8734	"10055929"	1	""	"Where Granodiorite Is In Contact With Limestone, The Limestone Is Recrystallized To Marble And Partially Replaced By Garnet And Magnetite (Shedd And Others, 1922, P. 90-92). A Vein Near The Center Of One Of The Claims, Reported To Be 6 Feet Wide, Contains Abundant Galena And Sphalerite (Huntting ,1956, P. 196)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8735	"10011067"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8736	"10088302"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8737	"10040871"	1	""	"Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8738	"10094394"	1	""	"Mineralized Solutions Filled Fissures In Fracture Zones."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8739	"10097912"	1	""	"A Normal Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8740	"10070478"	1	""	"Ore On Contact Between Gneiss And Brecciated Intrusive Rocks And Felsite Plug"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8741	"10022079"	1	""	"Reducing Environment, Stratigraphic, Sabkha?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8742	"10068455"	1	""	"Overburden And Lenticular Nature - Impurities"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8743	"10080184"	1	""	"Clay Residuum"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8744	"10038980"	1	""	"Quartz Lenses In Slates"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8745	"10026092"	1	""	"Breccia In Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8746	"10019914"	1	""	"Tactite Zone, Tungsten-Hearing Carbonate Sand In Alluvium."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8747	"10070533"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8748	"10026877"	1	""	"Uranium Is Within 8 Foot Bed Of Opalite, Overlain By Loosely Consolidated Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8749	"10101512"	1	""	"Contact Zone Of Carbonates With Volcanics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8750	"10070055"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8751	"10102347"	1	""	"Bedding, Fractures, And Residuum."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8752	"10034048"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8753	"10010995"	1	""	"Along An Igneous Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8754	"10073391"	1	"Fissure"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"21-DEC-2008 17:31:37"
8755	"10027197"	1	""	"Vein Occurs Within The Same Fault Zone As The Princess Mine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8756	"10014763"	1	""	"Along Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8757	"10110433"	1	""	"Hamp Fault And Associated Cross Faults. The Hamp Fault Is An Arcuate Structure On The North And Northeast Flanks Of Hicks Dome. At Its Western End Downthrow Is To The North But This Reverses In The East Part."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8758	"10014905"	1	""	"Northeast Striking Fissures, Proximity Of Favorable Limestone Beds To Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8759	"10071274"	1	""	"Alluvial Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8760	"10310537"	1	""	"The two known zones of early Au-Ag deposition as well as the thick sinter horizon on the east side of Hasbrouck Mountain are presumed to overlie the intersection of E-W and N-S-trending  faults, of little displacement, which localized hot spring activity.  Lapilli tuffs and volcaniclastic rocks acted as permeable aquifers allowing lateral flow of hydrothermal fluids.  Electrum and acanthite deposition occurred 30-150 meters below the paleosurface as replacement and void space fillings.  Boiling of hydrothermal fluid and microscale hydrothermal brecciation are probably associated with Au-Ag deposition.  Intense near surface silicification led to self-sealing of the hydrothermal system, resulting in the explosive production of larger scale breccias, which localized later acanthite+electrum+pyrargyrite deposition (e.g. at the historic Tonopah Hasbrouck Mine)."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8761	"10046029"	1	""	"Intrusive Veins And Dikes, Faults, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8762	"10042275"	1	""	"N 23 W Striking Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8763	"10012073"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8764	"10012074"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8765	"10090873"	1	""	"Flank Of Mountain Range"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8766	"10015571"	1	""	"Sedimentary (Fluvial) Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8767	"10079499"	1	""	"Impregnated Mineralization Scatterd Through The Whole Mass"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8768	"10015442"	1	""	"Hematite, Limonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8769	"10021932"	1	""	"Diabase Dike Striking N-S"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8770	"10064331"	1	""	"Found In Tuff, Perlite Which Outcrop In Canyons And Saddles.  Also Found In Quaternary Terraces."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8771	"10044950"	1	""	"Mod. Regional Deformation; Fold Axes Trend N-S."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8772	"10068411"	1	""	"Depth Of Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8773	"10068412"	1	""	"Depth Of Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8774	"10046262"	1	""	"Anticlinal Rolls"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8775	"10045512"	1	""	"Contact W/ Quartz Monzanite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8776	"10014917"	1	""	"Hawkeye - Mc Henry Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8777	"10015899"	1	""	"Along Shear Zone In Quartz Monzonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8778	"10039449"	1	""	"Fault Between Limestone - Shale And Volcanics."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8779	"10090930"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8780	"10071348"	1	""	"Northwest-Trending Veins, Zones Of Brecciation And Fracturing In Headlight Marble Bed, Philipsburg Anticline, Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8781	"10027579"	1	""	"Scheelite Is Concentrated Along N75w Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8782	"10037076"	1	""	"Irregular Veins In Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8783	"60000968"	1	"Stream hydraulics"	"STREAM HYDRAULICS"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8784	"10079394"	1	""	"Structurally controlled in synclinal body."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
8785	"10067319"	1	""	"Mass Weathering Of Iron Rich Carbonate Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8786	"10025031"	1	""	"Paquetes Sedimentarios"	"MRDS migration"	"29-OCT-02"	""	""
8787	"10027251"	1	""	"Stratigraphy, Igneous Activity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8788	"10027492"	1	""	"Ore Bodies Occur In Units Showing Most Rapid Variation In Thickness"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8789	"10310364"	1	""	"Ore formed along a strongly sheared contact zone between schist and quartz monzonite porphyry."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8790	"10143778"	2	"Contact zone"	""	"WBFERGUS"	"25-MAY-2008 09:53:09"	""	""
8791	"10143778"	1	"Fracturing"	""	"WBFERGUS"	"25-MAY-2008 09:53:00"	""	""
8792	"10040408"	1	""	"Northwest-Trending Fault Zones May Have Been The Feeder Zones; The Controlling Fault Strikes North And Dips Steeply To The East."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8793	"10021979"	1	""	"Diabase Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8794	"10013107"	1	""	"Wall Rock Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8795	"10102406"	1	""	"Ore Is Found In Clusters, Usually Associated With Carbonaceous Detritus"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8796	"10071385"	1	""	"Gypsum-Bearing Zone Confined To Piper Fm, Which Circles The Dome, Zone Displaced In Eastermost Workings By Large Fault."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8797	"10097911"	2	"Lithology, Fracturing"	""	"CLAANDER"	"27-JAN-2010 13:50:23"	""	""
8798	"10067266"	1	""	"Veins Along Local Fractures And Brecciated Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8799	"10069278"	1	""	"Fault Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8800	"10104080"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-02"	""	""
8801	"10073175"	1	""	"Mineralized Solutions Localized Along The Northeast Striking Groundhog Fault Zone As Veins In Fractures And Shattered Zones And As Replacements Of Limestones Adjacent To The Fault Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8802	"10080002"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8803	"10033337"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8804	"60000115"	1	"Fault/fracture"	"FAULT SYSTEM"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8805	"10005670"	1	""	"Estructural; Diques"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8806	"60000144"	1	"Fault/fracture"	"FRACTURES"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8807	"10049660"	1	""	"Veins"	"MRDS migration"	"29-OCT-02"	""	""
8808	"10056501"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8809	"10111390"	1	""	"Shear Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8810	"10057508"	1	""	"At Contact Between Andesite And Granodiorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8811	"10043790"	1	""	"Breccia Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8812	"10094904"	1	""	"Quartz Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8813	"10008730"	1	""	"Wall Rock Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8814	"10025853"	1	""	"Bedding And Breccia Zones In Bedrock; Clay Residuum For Minable Deposits"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8815	"10049758"	1	""	"Nw Trending Faults"	"MRDS migration"	"29-OCT-02"	""	""
8816	"10072946"	1	""	"Sulfides Segregated In Basal Troctolites Sub-Parallel To Lower Contact."	"Woodruff, Laurel G."	"16-OCT-2006 12:57:55"	""	""
8817	"10073092"	1	""	"Associated With Rhyolite Domes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8818	"10100216"	1	""	"Mineralization In Quartz Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8819	"10021075"	1	""	"Fault-Thrust Fault Intersection"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8820	"10046483"	1	""	"Fracture; Breccia Zone (West-Dipping)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8821	"10013176"	1	""	"Deposition Controlled By Ground Water Flow Conditions And Carbonaceous Materials With Associated Pyrite. Flow Was Impeded By The Fault On The Southern End Of The Echo Park Graben."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8822	"10040532"	1	""	"Bedding Plane Shears"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8823	"10080697"	1	""	"Clay Residuum, Quartzite Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8824	"10106570"	1	""	"Fracture Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8825	"10055176"	1	""	"Replacement Ore Occurs At The E-W Fissure Zone-Chloritic Bed Intersections"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8826	"10071716"	1	"Fracture"	"Fracture"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"06-DEC-2008 15:55:23"
8827	"10013788"	1	""	"Greisenized Rocks; Localized By Fissures, Contacts, Favorable Rock Units"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8828	"10032859"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8829	"10025771"	1	""	"Bedding, Breccia Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8830	"10025098"	1	""	"Breccias"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8831	"10105631"	1	""	"Intersecting Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8832	"10055237"	1	""	"Aluminous Alteration Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8833	"10096936"	1	""	"Mineralized Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8834	"10046486"	1	""	"Fault Zones And Bedding; Bedding Plane Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8835	"10045375"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8836	"10025808"	1	""	"Brecciated Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8837	"60001667"	1	"Lithology"	"PALEOZOIC DOLOMITIC LIMESTONE"	"MRDS migration"	"30-SEP-07"	""	""
8838	"10012190"	1	""	"On Trachyte Boundary Within Breccia Pipe"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8839	"10221947"	2	"Replacement"	""	"DCAUSEY"	"18-DEC-09"	""	""
8840	"10221947"	1	"Faulting"	""	"DCAUSEY"	"18-DEC-09"	""	""
8841	"10098681"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8842	"10070635"	1	""	"Fractures, Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8843	"10055852"	1	""	"Mineralization Occurs As Lenses Near The Contact Between Basalt And Limestone (Data From U.S.G.S. Mrds, 1990). Manganese Deposits Of The Region Are Associated With Spilites (Park, 1942, P. 311-312) And Commonly Are Found With Reddish Pelagic Limestone Interbedded With The Basalt. Manganese Mineralization May Be Either Disseminated In Replacement Bodies Or Volcanogenic Exhalative/Diagenetic Bodies (Sorem And Gunn, 1967)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8844	"10104268"	1	""	"Mica Is Found Only In A Contact Between The Pegmatite And The Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8845	"10013359"	1	""	"Faults, Fault Intersections; Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8846	"10210685"	2	"Guided By Faults and Favorable Beds"	""	"CLAANDER"	"11-AUG-09"	""	""
8847	"10210685"	1	"Faults, Fractures, and Favorable Silicated Limestone"	""	"CLAANDER"	"11-AUG-09"	""	""
8848	"10071952"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8849	"10079549"	1	""	"Stratigraphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8850	"10091739"	1	""	"Reducing Environment, Stratigraphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8851	"10082659"	1	""	"Oxidation And Leaching Of Unaltered Banded-Iron Formation To Soft Iron-Oxide Ore Bodies."	"MRDS migration"	"29-OCT-02"	""	""
8852	"10010009"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8853	"10106387"	1	""	"Fault On South Side Of Quarry"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8854	"10289725"	2	"Structure"	""	"WBFERGUS"	"18-DEC-2008 08:24:15"	""	""
8855	"10289725"	1	"Bedding"	""	"WBFERGUS"	"25-MAY-2008 10:56:56"	""	""
8856	"10097911"	1	"Mineralization Localized In Sedimentary Rocks Adjacent To Intrusive Rocks"	""	"CLAANDER"	"22-DEC-2009 14:22:53"	""	""
8857	"10026062"	1	""	"Fractures, Dilation Zones (Cameron, 1951)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8858	"10101723"	1	""	"Fault Fracture Structural Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8859	"10044991"	1	""	"Shear Zones, Bedding Planes; Some Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8860	"10088291"	1	""	"Sedimentary (Fluvial) Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8861	"10019306"	1	""	"8 Ft. Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8862	"10045188"	1	""	"Fault Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8863	"10043746"	1	""	"Contact Between Marble & Granodiorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8864	"10089191"	1	""	"N - Nw And E - Ne Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8865	"10021934"	1	""	"Diabase Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8866	"10011726"	1	""	"Fissure-Fracture Structural Control."	"MRDS migration"	"29-OCT-02"	""	""
8867	"10055547"	1	""	"Vertical Fractures, Dikes And Sills, Lower Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8868	"10070829"	1	""	"Shears, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8869	"10087570"	1	""	"Mineralized Solutions Rose Along Faults And Replaced Favorable Host  Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8870	"10087729"	1	""	"Mineralized Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8871	"10087688"	1	""	"Fault And Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8872	"10047024"	1	""	"Fracture Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8873	"10104111"	1	""	"Fault Fissure, Fracture Systems; Occasionally, Bedding Plane"	"MRDS migration"	"29-OCT-02"	""	""
8874	"10079053"	1	""	"Gentle Uplift Of Continental Mass; Erosion; Peneplanation; Folding; Faulting; Volcanicity; Dike Injection And Build-Up Of Younger Sediments."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8875	"10012749"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8876	"10071520"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8877	"10039884"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8878	"10055104"	1	""	"N23w Striking Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8879	"10012081"	1	""	"Flanks Of Mountain Range"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8880	"10045106"	1	""	"Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8881	"10310427"	1	""	"Proximity to strong north- trending faults appears to be a controlling factor on grade distribution."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8882	"10015635"	1	""	"Protected Nesting Places"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8883	"10011099"	1	""	"Thin Horizontal Zones In Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8884	"10098520"	1	""	"Quartz"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8885	"10109009"	1	""	"Along Intersecting Fissure Zones In Granitic Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8886	"10026120"	1	""	"Bedding, Fractures, And Residuum"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8887	"10011346"	1	""	"Dolomite At Base Of Limestone B And Fault Intersection"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8888	"10015584"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8889	"10088408"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8890	"10015354"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
