i	dep_id	line	alt_type	alterat	alterat_text	inserted_by	insert_date	updated_by	update_date
8083	"10011400"	1	"L"	""	"Limonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8084	"10013774"	1	"L"	""	"Silicification, Fluoritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8085	"10019722"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8086	"10040470"	1	"L"	""	"Local Silicification, Bleaching, Argillization Along Joints."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8087	"10047849"	1	"L"	""	"Locally Extensive Silicification And Argillization In Vein But Wall Rocks Only Weakly Propylitized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8088	"10089029"	1	"L"	""	"Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8089	"10044427"	1	"L"	""	"Strongly Silicified Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8090	"10093618"	1	"L"	""	"Gouge, Epidote, Clinozoisite, Chlorite, Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8091	"10093771"	1	"L"	""	"Iron Staining"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8092	"10040546"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8093	"10012561"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals. Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8094	"10014178"	1	"L"	""	"Oxidation Of Pyrite To Limonite"	"MRDS migration"	"29-OCT-02"	""	""
8095	"10069239"	1	"L"	""	"Serpentinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8096	"10101853"	1	"L"	""	"Fe Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8097	"10010421"	1	"L"	""	"Argillic In Shears, Diorite Altered To Serpentine And Talc"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8098	"10089028"	1	"L"	""	"Oxidized, Sericitized, Slightly Silicified"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8099	"10095561"	1	"L"	""	"Andesite Is Altered"	"MRDS migration"	"29-OCT-02"	""	""
8100	"10002955"	1	"L"	""	"Seritization."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
8101	"10070050"	1	"L"	"Oxidized"	"Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"21-DEC-2008 09:03:16"
8102	"10310645"	1	"L"	""	"Early Phase: \nSilica-Carbonate; quartz, chalcedony, calcite, dolomite \n\nCoeval Phase: \nSilicic; quartz, chalcedony, opal\nPotassic; adularia\nSericitic; sericite\nArgillic; montmorillonite\nAdvanced argillic; alunite\n\nLate Phase: \nArgillic; kaolinite, marcasite, barite\n"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8103	"10002524"	1	"L"	""	"The granitic stock is sericitized and locally intensely silicified."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
8104	"10307352"	1	"L"	""	"Local oxidation of sulfides."	"ARDF migration"	"06-OCT-03"	""	""
8105	"10040313"	1	"L"	""	"Ore Is Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8106	"10014948"	1	"L"	""	"Alaskite Fragments In The Breccia Have Been Kaolinized. Interstices Of The Breccia Are Filled With Vuggy Quartz, Tourmaline, And Purple Fluorite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8107	"10014208"	1	"L"	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8108	"10056467"	1	"L"	""	"Contact Metamorphism"	"MRDS migration"	"29-OCT-02"	""	""
8109	"10090136"	1	"L"	""	"Fe Oxidation And Cementation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8110	"10056360"	1	"L"	""	"Crusts Of Chalcanthite  In Small Fissures In Sulphides From Alteration Of The Copper Minerals; Country Rock Has Undergone Great Alteration, Much Of Which Was Probably Prior To Ore Deposition."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8111	"10068902"	1	"L"	""	"Silicification, Propylitization, Sericitization, Kaolinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8112	"10081913"	1	"L"	""	"Weathering Of Bedrock"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
8113	"60001665"	1	"L"	""	"CONTACT METAMORPHISM"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8114	"10039114"	1	"L"	""	"Regional Metamorphism - Serpentinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8115	"10089346"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8116	"10012425"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals.  Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8117	"10069596"	1	"L"	""	"Silicic, Argillic, Chloritic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8118	"10012726"	1	"L"	""	"Sericitization, Dolomitization, And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8119	"10105118"	1	"L"	""	"Laterization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8120	"10057754"	1	"L"	""	"Propylitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8121	"10059591"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8122	"10079127"	1	"L"	""	"Surface And Near Surface Alteration Of Feldspathic Materials Separating Magnetite Seams Has Upgraded Ore Selectively."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8123	"10109822"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8124	"10058005"	1	"L"	""	"Propylitic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8125	"10000515"	1	"L"	""	"In Shattered Areas Wall Rock Alteration Is Intense (Chlorite, Sericite, Ankerite)."	"MRDS migration"	"29-OCT-02"	""	""
8126	"10082751"	1	"L"	""	"Some magnetite formed by replacement of ferrous iron minerals during diagenesis and most iron silicate probably formed by metamorphism of an early silicate mineral."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8127	"10047519"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8128	"10048515"	1	"L"	""	"Regional Greenschist To Epidote-Amphibolite Facies.  Argillic Alteration In Shears, Diorite Is Altered To Serpentine And Talc"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8129	"10098017"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8130	"10056276"	1	"L"	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8131	"60001324"	1	"L"	"HYDROTHERMAL"	"HYDROTHERMAL"	"MRDS migration"	"30-SEP-07"	""	""
8132	"10082689"	1	"L"	""	"Leaching of silica or replacement by iron oxides or a combination of these processes."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8133	"10057568"	1	"L"	""	"Silicic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8134	"10006338"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8135	"10059942"	1	"L"	""	"Argillic, Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8136	"10026562"	1	"L"	""	"Oxidos De Cobre"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8137	"10003468"	1	"L"	""	"Wall-rock alteration within a few inches of the veins is intense, but seldom extends more than 10 to 12 inches beyond the quartz filling.  Sericitization and carbonate alteration predominate, but there is some pyritization and in the outer parts of the alteration zone chloritization is present (Ray, 1954)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:19"
8138	"10307789"	1	"L"	""	"Vuggy dolomite replacement."	"ARDF migration"	"06-OCT-03"	""	""
8139	"10027876"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8140	"10025125"	1	"L"	""	"Dolomitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8141	"10082753"	1	"L"	""	"Some magnetite formed by replacement of ferrous iron minerals during diagenesis and most iron silicate probably formed by metamorphism of an early silicate mineral."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8142	"10037074"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-02"	""	""
8143	"10003474"	1	"L"	""	"Wall-rock alteration within a few inches of the vein is intense, but seldom extends more than 10 to 12 inches beyond the quartz filling.  Sericitization and carbonate alteration predominate, but there is some pyritization and in the outer parts of the alteration zone chloritization is present (Ray, 1954)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:24"
8144	"10019743"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8145	"10011607"	1	"L"	""	"Propylitized Andesite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8146	"10098633"	1	"L"	""	"Silificiation, Tactite Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8147	"10013790"	1	"L"	""	"Greisenization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8148	"10048066"	1	"L"	""	"Sericitization Adjacent To Some Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8149	"10088774"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8150	"10048654"	1	"L"	""	"Host Rocks Said To Be Altered But Character Of Alteration Not Described"	"MRDS migration"	"29-OCT-02"	""	""
8151	"10078294"	1	"L"	""	"Dolomitization Of St. Regis Fm, Burke Fm, And Revett Fm"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8152	"10042344"	1	"L"	""	"None Related To Ore-Forming Process"	"MRDS migration"	"29-OCT-02"	""	""
8153	"10021134"	1	"L"	""	"Hydrothermal, Clay"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8154	"10044390"	1	"L"	""	"The Tuffaceous Rocks Are Bleached."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8155	"10002125"	1	"L"	""	"Unknown"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:38"
8156	"10094523"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals. Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8157	"10105713"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8158	"10102272"	1	"L"	""	"Limonite After Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8159	"10098204"	1	"L"	""	"Oxidos De Cobre"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8160	"10059480"	1	"L"	""	"Argillic, Propylitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8161	"10104850"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8162	"10034940"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8163	"10070967"	1	"L"	""	"Silicified, Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8164	"10109851"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-02"	""	""
8165	"10045220"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8166	"10310707"	1	"L"	""	"None specifically reported in documents researched"	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
8167	"10056496"	1	"L"	""	"Concentric Zonation Of Alteration (Clay)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8168	"10002248"	1	"L"	""	"Rossman (1959, B 1058-B. p. 43) notes intense alteration that locally extends to 10 or 15 feet on each side of the vein, and is marked on the surface by rust-red staining.  Alteration products almost certainly include ankerite and chlorite."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
8169	"10098073"	1	"L"	""	"Oxidation Of Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8170	"10103734"	1	"L"	""	"Intense Silication, Pyrite-Chalcopyrite-Gossan, Skarn, Iron Staini Ng"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8171	"10105989"	1	"L"	""	"Intense Sericitization Of Quartz - Monzonite"	"MRDS migration"	"29-OCT-02"	""	""
8172	"10310420"	1	"L"	""	"Decalcification and silicification are the dominant alteration types."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8173	"10039390"	1	"L"	""	"Tactite, Recrystallized Limestone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8174	"10045288"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8175	"10090107"	1	"L"	""	"Pyritic Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8176	"60000302"	1	"L"	"SERICITIZATION"	"BELT ROCKS ARE SLIGHTLY METAMORPHOSED AND SERITIZED."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8177	"10308924"	1	""	""	"Secondary minerals: molybdenite, chrysocolla, malachite, azurite, covellite."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
8178	"10070937"	1	"L"	""	"Fe Stain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8179	"10102345"	1	"L"	""	"Weathering Of Iron-Bearing Minerals To Form Limonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8180	"10025952"	1	"L"	""	"Weathered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8181	"10062711"	1	"L"	""	"Advanced Argillic Alteration."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8182	"10079071"	1	"L"	""	"White ( Bleached ) Zones Of Arkose"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8183	"10027239"	1	"L"	""	"A Strike Fault, With Schist Footwall And Marble Hanging Wall,  Contains A Vein Of Coarse-Grained, Vitreous, Gray Quartz That Ranges From A Few Inches Up To Four Feet"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8184	"10310646"	1	"L"	""	"Intense alteration by segregation or replacement in granitic - granodioritic country rock.  Alteration characterized by bluish quartz, black tourmaline (tourmalinization), epidote, calcite, and other minor gangue minerals"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8185	"10094282"	1	"L"	""	"Hydrothermal Bleaching Is Common Within A Belt Approx 1 Mi Wide.  Along The North Side Of The Osburn Fault Zone.  It Has Been Used As A Guide To Ore Deposits."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8186	"10040947"	1	"L"	""	"Silicified Argillite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8187	"10015103"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8188	"10103941"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8189	"10042320"	1	"L"	""	"Advanced Argillic (Extreme Acid Leaching)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8190	"10102201"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8191	"10089011"	1	"L"	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8192	"10057740"	1	"L"	""	"Silicic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8193	"10012694"	1	"L"	""	"Dolomitization And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8194	"10097827"	1	"L"	""	"Dolomitization, Sericitization, Limonitization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8195	"10012699"	1	"L"	""	"Dolomitization, Sericitization, Limonitization And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8196	"10012705"	1	"L"	""	"Dolomitization, Limonitization, Sericitization, And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8197	"10096590"	1	"L"	""	"Brecciation Is Present."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8198	"10097315"	1	"L"	""	"Potassic, Phyllic, Argillic, Propylitic Outward.  Propylitic Can Overprint Phyllic Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8199	"10105748"	1	"L"	"Silicification"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"04-JAN-2009 11:35:39"
8200	"10058604"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8201	"10039541"	1	"L"	""	"Sericitization; Silicification; Propylitization; Qtz-Ser-Pyr"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8202	"10104861"	1	"L"	""	"Propylitic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8203	"10058605"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8204	"10097680"	1	"L"	""	"Hidrotermal, Oxidacion, Supergena."	"MRDS migration"	"29-OCT-02"	""	""
8205	"10005824"	1	"L"	""	"Silicification, Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8206	"10086833"	1	"L"	""	"Supergena"	"MRDS migration"	"29-OCT-02"	""	""
8207	"10097606"	1	"L"	""	"Alta Silicificacion Del Dique"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8208	"10090076"	1	"L"	""	"Supergena"	"MRDS migration"	"29-OCT-02"	""	""
8209	"10085467"	1	"L"	""	"Serpentinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8210	"10089692"	1	"L"	""	"Surface And Near-Surface Alteration Of Feldspathic Materials Only."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8211	"10045687"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8212	"10058367"	1	"L"	""	"Argillic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8213	"10048248"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8214	"10080997"	1	"L"	""	"Smithsonite Coatings Upon Exposed Sphalerite."	"MRDS migration"	"29-OCT-02"	""	""
8215	"10023319"	1	"L"	""	"Contact Metamorphism, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8216	"10040892"	1	"L"	""	"Silica Carbonate Alteration Of Serpentine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8217	"10006495"	1	"L"	""	"Metamorphosed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8218	"10058037"	1	"L"	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8219	"10004078"	1	"L"	""	"Caolinizacion"	"MRDS migration"	"29-OCT-02"	""	""
8220	"10307137"	1	"L"	""	"Weathering"	"woodruff"	"28-OCT-2003 08:53:20"	""	""
8221	"10078279"	1	"L"	""	"Formation Of Silica, Kaolinite, And Alunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8222	"10044366"	1	"L"	""	"Rhyolite Altered To Chlorite, Calcite, Pyrite, Quartz, Sericite,Siderite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8223	"10077597"	1	"L"	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8224	"10102532"	1	"L"	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8225	"10110045"	1	"L"	""	"Tremolite, Talc, Serpentine, Pyrite, Carbonate Alteration Of Host Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8226	"10098770"	1	"L"	""	"Advanced Argillic, Mild Sericitic"	"MRDS migration"	"29-OCT-02"	""	""
8227	"10023382"	1	"L"	""	"Biogenic Alteration Of Anhydrock To Limestone"	"MRDS migration"	"29-OCT-02"	""	""
8228	"10046339"	1	"L"	""	"Pyrometasomatized And Silicified Limestone; Surface Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8229	"10042468"	1	"L"	""	"Tourmalinization, Sericitization, Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8230	"10003265"	1	"L"	""	"Diorite shows alteration to epidote and chlorite, probably propylitic alteration.  Partial leaching reported reported but not of what was leached."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:04"
8231	"10013747"	1	"L"	""	"Oxidation Of Cu Ore Mineral"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8232	"10023137"	1	"L"	""	"Hidrotermal"	"MRDS migration"	"29-OCT-02"	""	""
8233	"10026631"	1	"L"	""	"Silicificacion, Sulfatacion."	"MRDS migration"	"29-OCT-02"	""	""
8234	"10080449"	1	"L"	""	"Tourmalinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8235	"10057565"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8236	"10000939"	1	"L"	""	"Wall-rock alteration within a few inches of the veins is intense, but seldom extends more than 10 to 12 inches beyond the quartz filling.  Sericitization and carbonate alteration predominate, but there is some pyritization and in the outer parts of the alteration zone chloritization is present (Ray, 1954)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:19"
8237	"10012900"	1	"L"	""	"Propylitization And Silicification."	"MRDS migration"	"29-OCT-02"	""	""
8238	"10023383"	1	"L"	""	"Serpentinization"	"MRDS migration"	"29-OCT-02"	""	""
8239	"10079952"	1	"L"	""	"Weathering"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
8240	"10007847"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8241	"10068465"	1	"L"	""	"Serpentinized Harzburgite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8242	"10039539"	1	"L"	""	"Py-Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8243	"10104429"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8244	"10088114"	1	"L"	""	"Moderate Bleaching In Upper 3 - 4 Ft. Of Moenkopi"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8245	"10087921"	1	"L"	""	"Silicification Of Sandstone Wall Rocks Near Fissures; Some Oxidayion Of Sulfide Ores"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8246	"10046831"	1	"L"	""	"Argillization, Silicification."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8247	"10095634"	1	"L"	""	"Limonite Staining"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8248	"10055099"	1	"L"	""	"Silicification, Argillization, Pyritization."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8249	"10048281"	1	"L"	""	"Sericitized Porphyry. Morenci Shale Shows Hardening And Introduction Of Epidote; Limestone Contains Seams Of Magnetite Intergrown With Pyrite, Chalcopyrite, And Prisms Of Pyroxene; Substantial Surface Oxidation To Limonite And Kaolin"	"MRDS migration"	"29-OCT-02"	""	""
8250	"10098462"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8251	"10031196"	1	"L"	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8252	"10000692"	1	"L"	""	"Minor sericitic-phyllic reported."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
8253	"10013115"	1	"L"	"sericite, bioitie oxidation"	"Sericitization; Alteration Of Biotite To Fe Oxides; Supergene Alteration Of Uranium Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	"TKLEIN"	"12-JUN-2008 14:15:26"
8254	"10042549"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8255	"10046583"	1	"L"	""	"Deposit Formed By Alteration Of Tuffaceous Playa Lake Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8256	"10307113"	1	"L"	""	"Weathering"	"woodruff"	"28-OCT-2003 08:53:20"	""	""
8257	"10079988"	1	"L"	""	"Regional Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8258	"10102538"	1	"L"	""	"Sericitized And Kaolinized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8259	"10050846"	1	"L"	""	"The Contact System Has A Very Limited Skarn Zone But There Was Visible Scheelite Along The System."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8260	"10070094"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8261	"10102299"	1	"L"	""	"Weathered (20 Feet)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8262	"10310637"	1	"L"	""	"Ankeritic and sericitic alteration of wall rock with disseminated aurtiferous pyrite mineralization"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8263	"10111402"	1	"L"	""	"Oxidation Of Pyrite And Pb-Zn Sulfides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8264	"10105768"	1	"L"	""	"Quartz Monzonite Altered By Sericitization And Argillization, Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8265	"10055389"	1	"L"	""	"Supergena"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8266	"10012338"	1	"L"	""	"Silicified Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8267	"10011912"	1	"L"	""	"Silicified Limestone"	"MRDS migration"	"29-OCT-02"	""	""
8268	"60000371"	1	"L"	"SERICITIZATION"	"QUARTZ-SERICITE, QUARTZ-SERICITE-PYRITE, ARGILLIC, FE OXIDATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8269	"10027871"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8270	"10039218"	1	"L"	""	"Chlorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8271	"10026975"	1	"L"	""	"Siliceous Alteration, Sericitic Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
